real_x,real_y,real_z
0.247574,0.398467,0.587241
0.247619,0.398462,0.587252
0.247662,0.398457,0.587261
0.247706,0.398454,0.587274
0.247747,0.398453,0.587283
0.24779,0.398448,0.587297
0.247835,0.398444,0.587307
0.247878,0.398441,0.58732
0.247919,0.398438,0.587332
0.247963,0.398435,0.58734
0.248003,0.398435,0.587354
0.248048,0.398431,0.587366
0.248087,0.398431,0.587374
0.248129,0.39843,0.587383
0.248172,0.398428,0.587395
0.248213,0.398427,0.587403
0.248257,0.398426,0.587412
0.248298,0.398425,0.587422
0.248337,0.398426,0.587432
0.248375,0.398427,0.587438
0.248417,0.398425,0.587446
0.248458,0.398426,0.587453
0.248498,0.398426,0.58746
0.248537,0.398426,0.587469
0.248574,0.398427,0.587476
0.248614,0.398427,0.587482
0.248655,0.398428,0.587491
0.248696,0.398428,0.587494
0.248736,0.398427,0.5875
0.248772,0.398432,0.587506
0.248813,0.398431,0.587509
0.248852,0.398433,0.587515
0.248892,0.398433,0.58752
0.248928,0.398438,0.587523
0.248964,0.39844,0.587528
0.249007,0.398439,0.587529
0.249043,0.398444,0.587532
0.249085,0.398445,0.587533
0.249123,0.398449,0.587537
0.249161,0.398451,0.587541
0.249198,0.398453,0.587542
0.249237,0.398454,0.587546
0.249277,0.398456,0.587545
0.249312,0.398461,0.587548
0.249352,0.398461,0.587548
0.249389,0.398465,0.58755
0.249427,0.398466,0.58755
0.249469,0.398467,0.587553
0.249506,0.39847,0.587555
0.249544,0.39847,0.587556
0.249579,0.398476,0.587559
0.249616,0.398479,0.587559
0.249654,0.398482,0.587561
0.249696,0.398483,0.58756
0.249735,0.398486,0.587561
0.249771,0.398488,0.587562
0.249812,0.398491,0.587563
0.249855,0.398492,0.587561
0.24989,0.398497,0.587561
0.249931,0.398501,0.587562
0.24997,0.398503,0.587561
0.250011,0.398505,0.587558
0.250049,0.398509,0.587562
0.250089,0.398512,0.587559
0.250128,0.398515,0.587562
0.25017,0.398518,0.587559
0.250208,0.398522,0.587556
0.250247,0.398525,0.587557
0.250285,0.398527,0.587559
0.250324,0.39853,0.58756
0.25036,0.398534,0.587562
0.2504,0.398537,0.587561
0.250435,0.39854,0.587566
0.250478,0.398541,0.587561
0.250512,0.398543,0.587567
0.25055,0.398545,0.58757
0.250584,0.398549,0.587572
0.250619,0.398551,0.587576
0.250652,0.398556,0.587575
0.250687,0.398558,0.587577
0.250724,0.398562,0.587578
0.250757,0.398566,0.587578
0.250789,0.39857,0.587581
0.250824,0.398573,0.587583
0.25086,0.398576,0.587582
0.250893,0.398579,0.587582
0.250928,0.398584,0.587581
0.250961,0.398588,0.587581
0.250997,0.398593,0.587578
0.251027,0.398599,0.587575
0.251059,0.398603,0.587576
0.25109,0.398609,0.587573
0.251125,0.398612,0.58757
0.251156,0.398619,0.587568
0.251187,0.398626,0.587566
0.251217,0.398632,0.587566
0.251248,0.398638,0.587564
0.251282,0.398644,0.587559
0.251311,0.398651,0.587555
0.251339,0.398659,0.587552
0.251368,0.398667,0.587547
0.251398,0.398676,0.587543
0.25143,0.398684,0.587537
0.251459,0.398693,0.587531
0.251486,0.398702,0.587523
0.251514,0.39871,0.587519
0.251543,0.39872,0.587516
0.251574,0.398728,0.587505
0.251598,0.39874,0.587501
0.251623,0.39875,0.587492
0.25165,0.398762,0.587487
0.251675,0.398772,0.587481
0.251705,0.398781,0.587475
0.251731,0.398791,0.587466
0.251753,0.398804,0.587462
0.251778,0.398816,0.587456
0.2518,0.398828,0.587452
0.251825,0.398839,0.587445
0.25185,0.398849,0.58744
0.251874,0.39886,0.587434
0.251899,0.398872,0.587427
0.25192,0.398887,0.587425
0.251942,0.398899,0.587421
0.251966,0.398908,0.587413
0.251985,0.398924,0.587412
0.252006,0.398936,0.587408
0.252028,0.398948,0.587402
0.252052,0.398958,0.587399
0.252069,0.398972,0.587389
0.252093,0.398982,0.587386
0.252114,0.398995,0.58738
0.252134,0.399007,0.587377
0.252154,0.39902,0.587369
0.252177,0.399033,0.58736
0.252197,0.399046,0.587356
0.25222,0.399059,0.58735
0.252241,0.399072,0.587343
0.252261,0.399085,0.58734
0.252283,0.399099,0.587331
0.252307,0.399111,0.587325
0.252333,0.399124,0.587318
0.252351,0.399141,0.587312
0.252373,0.399155,0.587306
0.252395,0.39917,0.587297
0.252417,0.399181,0.58729
0.252436,0.399197,0.587282
0.252458,0.399212,0.587274
0.252477,0.399225,0.587269
0.252501,0.399239,0.587257
0.252521,0.399256,0.587251
0.252542,0.39927,0.587244
0.252563,0.399285,0.587237
0.252586,0.3993,0.587229
0.252605,0.399317,0.58722
0.25263,0.399332,0.587211
0.25265,0.399348,0.5872
0.252673,0.399365,0.587188
0.252692,0.399382,0.587182
0.252717,0.399398,0.587172
0.252736,0.399415,0.587161
0.252758,0.399433,0.587153
0.252781,0.399449,0.587139
0.252804,0.399466,0.587132
0.252827,0.399482,0.587121
0.25285,0.3995,0.587111
0.252868,0.399519,0.587102
0.252891,0.399537,0.587091
0.252914,0.399552,0.587084
0.252936,0.399569,0.587075
0.252956,0.399587,0.587063
0.252977,0.399606,0.587057
0.253,0.399621,0.587047
0.25302,0.399638,0.58704
0.253042,0.399654,0.587033
0.253061,0.399671,0.587023
0.253081,0.399689,0.587014
0.253104,0.399704,0.587003
0.253124,0.399723,0.586994
0.253145,0.39974,0.586983
0.253169,0.399755,0.586974
0.253189,0.399772,0.586966
0.253213,0.399787,0.586956
0.253235,0.399803,0.586947
0.253256,0.399821,0.586938
0.253276,0.399837,0.586927
0.253297,0.399853,0.586919
0.253318,0.399869,0.586906
0.25334,0.399886,0.586896
0.25336,0.399902,0.586887
0.253382,0.399918,0.586879
0.253405,0.399933,0.586866
0.253424,0.399953,0.586854
0.253446,0.399967,0.586842
0.253467,0.399983,0.586831
0.25349,0.4,0.586821
0.253508,0.400018,0.586808
0.253532,0.400031,0.586795
0.253552,0.400049,0.586783
0.253573,0.400064,0.586772
0.253593,0.400082,0.586758
0.253613,0.400099,0.586745
0.253634,0.400115,0.586734
0.253655,0.400133,0.586719
0.253678,0.400149,0.586708
0.253696,0.400165,0.586695
0.253719,0.400181,0.586682
0.253739,0.400197,0.58667
0.25376,0.400214,0.586656
0.253781,0.40023,0.586639
0.253801,0.400247,0.58663
0.253822,0.400261,0.586614
0.25384,0.40028,0.586599
0.253863,0.400294,0.586585
0.253882,0.400311,0.586572
0.253901,0.400327,0.586559
0.253923,0.400341,0.586546
0.25394,0.400359,0.58653
0.253962,0.400371,0.586518
0.253979,0.400389,0.586499
0.254001,0.400401,0.586485
0.254018,0.400416,0.58647
0.254038,0.400431,0.586456
0.254058,0.400446,0.586439
0.254076,0.40046,0.586424
0.254097,0.400473,0.586407
0.254119,0.400486,0.586392
0.254143,0.400498,0.586375
0.254159,0.400513,0.586357
0.254179,0.400529,0.586342
0.254202,0.40054,0.586325
0.25422,0.400554,0.586304
0.254241,0.400568,0.586287
0.25426,0.400581,0.586271
0.254279,0.400594,0.586252
0.254299,0.400608,0.586236
0.25432,0.400621,0.586215
0.25434,0.400634,0.586199
0.254361,0.400644,0.58618
0.254381,0.400656,0.586161
0.254398,0.40067,0.586141
0.254419,0.400681,0.586124
0.254438,0.400693,0.586104
0.254459,0.400705,0.586085
0.254478,0.400717,0.586066
0.254497,0.400729,0.586046
0.254519,0.400741,0.586027
0.254539,0.400752,0.58601
0.254555,0.400765,0.585989
0.254578,0.400775,0.585967
0.254598,0.400788,0.585948
0.254618,0.4008,0.585927
0.254639,0.40081,0.585908
0.254657,0.400822,0.585888
0.254679,0.400832,0.58587
0.254695,0.400846,0.585848
0.254718,0.400855,0.58583
0.254735,0.400867,0.585811
0.254755,0.400878,0.585789
0.254776,0.400887,0.585768
0.254791,0.4009,0.585749
0.254811,0.400911,0.58573
0.254831,0.400919,0.585713
0.25485,0.400931,0.585692
0.254865,0.400942,0.585671
0.254886,0.400951,0.585654
0.254906,0.400958,0.585633
0.254922,0.400969,0.585614
0.254938,0.400981,0.585593
0.254955,0.400991,0.585573
0.254972,0.401,0.585554
0.254991,0.401009,0.585532
0.255009,0.401018,0.585509
0.255024,0.401028,0.585486
0.255044,0.401038,0.585467
0.255063,0.401047,0.585445
0.255079,0.401056,0.585419
0.255095,0.401066,0.585398
0.255116,0.401074,0.585375
0.255129,0.401085,0.585351
0.255148,0.401094,0.585328
0.255163,0.401105,0.585304
0.255184,0.401113,0.585281
0.255199,0.401123,0.585259
0.255213,0.401134,0.585232
0.25523,0.401144,0.585206
0.255247,0.401154,0.585178
0.255264,0.401161,0.585152
0.255281,0.401172,0.585129
0.255296,0.40118,0.585101
0.255312,0.40119,0.585073
0.255328,0.401198,0.585048
0.255345,0.401207,0.585023
0.255357,0.401216,0.584997
0.255372,0.401226,0.58497
0.255387,0.401235,0.584945
0.255402,0.401243,0.584917
0.255416,0.401252,0.584892
0.255429,0.401263,0.584863
0.255445,0.401272,0.584836
0.255459,0.40128,0.584809
0.255473,0.40129,0.584783
0.255486,0.401302,0.584755
0.2555,0.40131,0.584727
0.255512,0.401322,0.584701
0.255525,0.401331,0.584672
0.255544,0.401339,0.58464
0.25556,0.401349,0.584613
0.25557,0.401361,0.584584
0.255585,0.401371,0.584556
0.255595,0.401383,0.584524
0.255612,0.401391,0.584496
0.255622,0.401403,0.584467
0.255635,0.401413,0.584438
0.255645,0.401427,0.584405
0.255656,0.401436,0.584378
0.25567,0.401444,0.584349
0.255684,0.401454,0.584319
0.255692,0.401466,0.584291
0.255705,0.401476,0.584262
0.255713,0.401488,0.584232
0.255724,0.401496,0.584202
0.255733,0.401506,0.584174
0.255745,0.401515,0.584145
0.255753,0.401527,0.584116
0.255764,0.401535,0.584086
0.255773,0.401546,0.584058
0.255782,0.401556,0.58403
0.25579,0.401567,0.584001
0.255798,0.401579,0.583971
0.25581,0.401588,0.583942
0.255818,0.401598,0.583916
0.255828,0.401609,0.583888
0.255837,0.401619,0.583859
0.255846,0.40163,0.583834
0.255859,0.401639,0.583807
0.255861,0.401654,0.58378
0.255873,0.401663,0.583756
0.255882,0.401676,0.583728
0.255892,0.401687,0.5837
0.255903,0.401696,0.583672
0.255914,0.401706,0.583644
0.255925,0.401717,0.583622
0.255932,0.401729,0.583597
0.255938,0.401743,0.583568
0.255948,0.401754,0.583545
0.255959,0.401765,0.583519
0.255967,0.401776,0.583493
0.255976,0.401788,0.583468
0.255986,0.4018,0.583443
0.255997,0.401811,0.583417
0.256006,0.401822,0.583389
0.256011,0.401835,0.583363
0.256022,0.401845,0.583339
0.256026,0.401859,0.583311
0.256038,0.401867,0.583287
0.256044,0.40188,0.583259
0.256051,0.401892,0.583236
0.256064,0.401902,0.583207
0.256071,0.401914,0.58318
0.256077,0.401925,0.583154
0.256085,0.401937,0.583125
0.256094,0.401947,0.583098
0.256101,0.40196,0.583069
0.256111,0.401968,0.583042
0.256115,0.401982,0.583017
0.256126,0.401991,0.582986
0.256132,0.402003,0.582959
0.256141,0.402014,0.58293
0.256146,0.402028,0.582904
0.256156,0.402037,0.582874
0.256162,0.40205,0.582847
0.256169,0.402061,0.582819
0.256177,0.402073,0.58279
0.25618,0.402086,0.582764
0.256188,0.402097,0.582737
0.256192,0.402108,0.582711
0.256195,0.402122,0.582685
0.256203,0.402134,0.58266
0.256207,0.402145,0.582632
0.256213,0.402156,0.582606
0.256215,0.402169,0.582582
0.256219,0.402181,0.582557
0.256222,0.402193,0.582534
0.256226,0.402207,0.58251
0.256229,0.40222,0.582488
0.256233,0.40223,0.582463
0.256233,0.402245,0.582438
0.256238,0.402257,0.582414
0.256238,0.40227,0.582395
0.256242,0.402283,0.582371
0.256243,0.402297,0.582349
0.256245,0.402309,0.582325
0.256245,0.402324,0.582301
0.256246,0.402337,0.582281
0.256249,0.40235,0.582259
0.256251,0.402363,0.582237
0.256253,0.402377,0.582213
0.256257,0.40239,0.58219
0.256256,0.402405,0.582167
0.256261,0.402418,0.582144
0.256258,0.402435,0.582121
0.256261,0.402448,0.582099
0.256265,0.402461,0.582074
0.256266,0.402476,0.582047
0.256267,0.402491,0.582024
0.25627,0.402505,0.581999
0.256271,0.40252,0.581975
0.256271,0.402535,0.581953
0.256276,0.402547,0.581928
0.256275,0.402562,0.581905
0.256276,0.402576,0.581878
0.256276,0.402592,0.581852
0.256279,0.402607,0.581826
0.256282,0.40262,0.5818
0.256284,0.402635,0.581775
0.256283,0.402649,0.581749
0.256287,0.402662,0.581725
0.256288,0.402676,0.581698
0.256284,0.402691,0.581675
0.256282,0.402707,0.581651
0.256282,0.402721,0.581625
0.256283,0.402735,0.5816
0.256281,0.402749,0.581574
0.25628,0.402765,0.581549
0.256281,0.402779,0.581522
0.25628,0.402794,0.581496
0.256276,0.402811,0.581471
0.256278,0.402825,0.581449
0.256278,0.40284,0.581423
0.256276,0.402854,0.581399
0.256272,0.402871,0.581375
0.25627,0.402887,0.581351
0.256267,0.402905,0.581326
0.256267,0.40292,0.581301
0.256265,0.402935,0.581279
0.256263,0.402953,0.581252
0.256262,0.402968,0.58123
0.256259,0.402987,0.581204
0.256255,0.403004,0.581179
0.256254,0.40302,0.581152
0.256249,0.403039,0.58113
0.256247,0.403057,0.581102
0.256246,0.403073,0.581078
0.256243,0.403091,0.581051
0.256242,0.403108,0.581025
0.256238,0.403127,0.581
0.256237,0.403146,0.580975
0.256233,0.403165,0.580949
0.256232,0.403182,0.580922
0.256225,0.403204,0.580897
0.256221,0.403223,0.58087
0.256221,0.403241,0.580844
0.256213,0.403262,0.580819
0.256205,0.403282,0.580793
0.256203,0.4033,0.580768
0.256195,0.403319,0.580742
0.256189,0.40334,0.580718
0.256183,0.40336,0.58069
0.256179,0.403381,0.580662
0.25617,0.403402,0.580635
0.256163,0.403423,0.580611
0.256155,0.403444,0.580585
0.256143,0.403466,0.580557
0.256137,0.403488,0.580535
0.25613,0.403509,0.580503
0.256118,0.403533,0.580477
0.256104,0.40356,0.58045
0.256098,0.403579,0.58042
0.256087,0.403604,0.580394
0.256076,0.40363,0.580364
0.256064,0.403654,0.580339
0.256054,0.403679,0.58031
0.256045,0.403702,0.58028
0.256039,0.403726,0.580252
0.256027,0.403752,0.580226
0.256019,0.403774,0.580194
0.256007,0.403801,0.580166
0.256001,0.403825,0.580134
0.255992,0.403849,0.580105
0.255984,0.403874,0.580075
0.255978,0.403898,0.580044
0.25597,0.403923,0.580012
0.255961,0.403948,0.579982
0.255951,0.403974,0.579951
0.255942,0.404,0.57992
0.255936,0.404024,0.579887
0.255928,0.404051,0.579853
0.255919,0.404077,0.579822
0.25591,0.404102,0.579789
0.255904,0.404127,0.579755
0.255896,0.404152,0.57972
0.255885,0.40418,0.579688
0.255877,0.404206,0.579656
0.255868,0.404232,0.57962
0.255858,0.404258,0.579588
0.255846,0.404288,0.579553
0.255836,0.404314,0.579517
0.255827,0.404339,0.579484
0.255818,0.404365,0.579448
0.255806,0.404394,0.579414
0.255795,0.40442,0.579377
0.255784,0.404448,0.579345
0.255772,0.404476,0.579306
0.255757,0.404505,0.579276
0.255747,0.404533,0.579238
0.255738,0.40456,0.579201
0.255723,0.40459,0.579167
0.255711,0.404619,0.57913
0.255697,0.40465,0.579096
0.255686,0.404678,0.579058
0.255673,0.404709,0.579024
0.255662,0.404739,0.578985
0.255648,0.40477,0.578948
0.255634,0.404802,0.578913
0.255622,0.404833,0.578871
0.255608,0.404864,0.578836
0.255595,0.404896,0.578798
0.255581,0.404928,0.578762
0.255569,0.404959,0.578723
0.255552,0.404994,0.578689
0.255539,0.405024,0.578649
0.255526,0.405056,0.578616
0.25551,0.40509,0.578576
0.255492,0.405125,0.57854
0.25548,0.405155,0.578501
0.255462,0.40519,0.578463
0.255449,0.405222,0.578426
0.25543,0.405257,0.578387
0.255413,0.405291,0.578351
0.255395,0.405326,0.578312
0.255381,0.405356,0.578276
0.255362,0.405393,0.578236
0.255348,0.405423,0.578199
0.255332,0.405458,0.57816
0.255316,0.405492,0.578119
0.255298,0.405528,0.578082
0.25528,0.405564,0.578041
0.255265,0.405599,0.578
0.255248,0.405635,0.577961
0.255229,0.405673,0.577919
0.255213,0.405708,0.577879
0.255196,0.405743,0.57784
0.25518,0.405779,0.5778
0.255164,0.405815,0.577758
0.255146,0.405854,0.577714
0.255128,0.405892,0.577672
0.255114,0.405927,0.577629
0.255094,0.405966,0.577589
0.255084,0.405999,0.577546
0.255066,0.406039,0.577503
0.255044,0.406081,0.57746
0.255028,0.406118,0.57742
0.25501,0.406158,0.577375
0.254989,0.4062,0.577334
0.254971,0.406238,0.577289
0.25495,0.40628,0.577246
0.254934,0.40632,0.577203
0.254917,0.406358,0.57716
0.254896,0.406401,0.577117
0.254877,0.406443,0.577075
0.254858,0.406485,0.577027
0.254842,0.406527,0.576984
0.254825,0.406568,0.576941
0.254805,0.406611,0.576896
0.254788,0.406656,0.57685
0.254768,0.4067,0.576808
0.25475,0.406743,0.576763
0.25473,0.406786,0.576721
0.254713,0.40683,0.576672
0.254693,0.406875,0.576629
0.254674,0.406921,0.576588
0.254652,0.406967,0.576538
0.254634,0.407011,0.576497
0.254616,0.407056,0.576451
0.254593,0.407104,0.576408
0.254572,0.407149,0.576366
0.254549,0.407197,0.576321
0.254529,0.407244,0.576276
0.254507,0.407288,0.576231
0.254485,0.407336,0.576189
0.254461,0.407384,0.576146
0.254439,0.407432,0.576101
0.254416,0.40748,0.576057
0.254394,0.407528,0.576012
0.254372,0.407576,0.575968
0.254346,0.407626,0.575926
0.254322,0.407677,0.575878
0.254297,0.407729,0.575833
0.254276,0.407778,0.57579
0.254252,0.407828,0.575742
0.254227,0.407879,0.5757
0.254203,0.40793,0.575653
0.25418,0.407983,0.575605
0.254152,0.408035,0.575559
0.254127,0.408089,0.575516
0.254102,0.408141,0.575466
0.254078,0.408193,0.575422
0.254052,0.408245,0.575377
0.254029,0.408297,0.575329
0.254002,0.408353,0.575285
0.253976,0.40841,0.575234
0.253953,0.408463,0.575187
0.253925,0.408522,0.575138
0.253897,0.408579,0.575093
0.253874,0.408636,0.575043
0.25385,0.408694,0.574994
0.253826,0.408752,0.574945
0.253803,0.408812,0.574893
0.253779,0.408872,0.574848
0.253755,0.408931,0.574798
0.253726,0.408996,0.574748
0.253707,0.409053,0.574698
0.253682,0.409117,0.574649
0.253656,0.409181,0.574599
0.253634,0.409241,0.574549
0.253608,0.409306,0.574501
0.253585,0.409367,0.574453
0.253558,0.409433,0.574403
0.253529,0.4095,0.574354
0.253506,0.409561,0.574304
0.253481,0.409626,0.574256
0.253454,0.40969,0.574209
0.253429,0.409755,0.574163
0.253401,0.409821,0.574112
0.253374,0.409887,0.574065
0.253348,0.409954,0.574017
0.253323,0.41002,0.573961
0.253296,0.410089,0.573911
0.253267,0.410157,0.573865
0.253245,0.410223,0.573813
0.253213,0.410295,0.573762
0.253187,0.410361,0.573711
0.253159,0.410431,0.573658
0.253133,0.410501,0.57361
0.253103,0.410573,0.573556
0.253078,0.410642,0.573503
0.253046,0.410716,0.573449
0.25302,0.410787,0.573396
0.25299,0.41086,0.573344
0.252962,0.410934,0.573293
0.252933,0.411007,0.573237
0.252906,0.411083,0.573181
0.252875,0.411159,0.573126
0.252849,0.411233,0.57307
0.252814,0.411313,0.57301
0.252786,0.41139,0.572953
0.252753,0.41147,0.572897
0.25272,0.411548,0.572839
0.252692,0.411626,0.572783
0.252659,0.411706,0.572722
0.252627,0.411787,0.572666
0.252592,0.411869,0.572607
0.252555,0.411953,0.572551
0.252523,0.412036,0.572493
0.252488,0.412118,0.572433
0.252453,0.412203,0.572372
0.252417,0.412287,0.572315
0.25238,0.412373,0.572257
0.252344,0.412459,0.572193
0.252309,0.412543,0.572135
0.25227,0.412632,0.572075
0.252233,0.41272,0.572014
0.252193,0.41281,0.571951
0.252158,0.412899,0.571891
0.252121,0.412988,0.571829
0.252085,0.413077,0.57177
0.252045,0.41317,0.571706
0.252004,0.413266,0.571643
0.251968,0.413358,0.571581
0.251931,0.41345,0.571519
0.251894,0.413544,0.571457
0.251853,0.413642,0.571392
0.251817,0.413737,0.571328
0.251782,0.413834,0.571264
0.251748,0.413932,0.571198
0.251713,0.41403,0.571132
0.251678,0.414129,0.571064
0.251643,0.414228,0.570997
0.251608,0.41433,0.570933
0.251573,0.414432,0.570866
0.251536,0.414534,0.570801
0.251501,0.414638,0.570735
0.251469,0.414739,0.570673
0.251433,0.414844,0.570604
0.2514,0.414946,0.570538
0.251363,0.415054,0.570474
0.251331,0.415158,0.570409
0.251294,0.415265,0.570344
0.251259,0.415368,0.570282
0.251224,0.415475,0.570217
0.251185,0.415582,0.570154
0.251145,0.415691,0.570087
0.251109,0.415797,0.57002
0.251069,0.415906,0.569954
0.25103,0.416014,0.56989
0.250991,0.416123,0.569825
0.250952,0.416231,0.569758
0.250913,0.416342,0.569689
0.250874,0.416452,0.569625
0.250833,0.416562,0.569559
0.250795,0.416675,0.569492
0.25075,0.416788,0.569424
0.250713,0.416899,0.569357
0.25067,0.417015,0.569292
0.25063,0.417127,0.56922
0.250586,0.417242,0.569154
0.250547,0.417355,0.569083
0.250501,0.417474,0.569015
0.250463,0.41759,0.568946
0.250418,0.417706,0.568879
0.250375,0.417823,0.568807
0.250329,0.417942,0.568741
0.250285,0.418061,0.568672
0.250239,0.418181,0.568606
0.250193,0.4183,0.568538
0.250151,0.418419,0.568465
0.250107,0.418538,0.568398
0.250059,0.41866,0.568325
0.250009,0.418784,0.568258
0.249962,0.418905,0.568187
0.249919,0.419027,0.568116
0.24987,0.419151,0.568042
0.24982,0.419275,0.567968
0.249773,0.419398,0.567901
0.249719,0.419524,0.567825
0.24967,0.419645,0.567756
0.249619,0.419772,0.567678
0.249566,0.419897,0.567608
0.249511,0.420025,0.567535
0.249458,0.42015,0.567463
0.249403,0.420277,0.567385
0.249349,0.420404,0.567309
0.249292,0.420529,0.567236
0.24924,0.420654,0.567162
0.249178,0.420783,0.567086
0.249124,0.420907,0.56701
0.249062,0.421037,0.566938
0.249001,0.421165,0.566862
0.248945,0.42129,0.566784
0.248881,0.42142,0.566709
0.248826,0.421545,0.566632
0.248768,0.421673,0.566553
0.248709,0.421802,0.566474
0.248649,0.42193,0.5664
0.248589,0.422061,0.56632
0.248532,0.422187,0.566242
0.248475,0.422315,0.566165
0.248415,0.422445,0.566085
0.24836,0.422572,0.566005
0.248303,0.422704,0.565925
0.248248,0.422831,0.565847
0.248193,0.422963,0.565767
0.248138,0.423095,0.565686
0.248085,0.423224,0.565605
0.248029,0.423357,0.565525
0.247976,0.423487,0.565441
0.247921,0.423618,0.565364
0.247868,0.423749,0.565285
0.247817,0.423879,0.565205
0.24776,0.424011,0.565125
0.247708,0.424144,0.565045
0.247656,0.424274,0.564964
0.247599,0.424408,0.564883
0.247547,0.424537,0.564803
0.247491,0.424671,0.564724
0.247435,0.424805,0.564639
0.247377,0.42494,0.564559
0.247321,0.425074,0.564473
0.247264,0.425208,0.564397
0.247205,0.425345,0.564312
0.247145,0.425482,0.564227
0.247088,0.425616,0.564144
0.247031,0.425752,0.564062
0.246974,0.425889,0.56398
0.246915,0.426026,0.563894
0.246858,0.426164,0.563809
0.246804,0.4263,0.563726
0.246745,0.426438,0.563645
0.246683,0.426581,0.563562
0.246628,0.426719,0.563478
0.246569,0.426859,0.563397
0.246514,0.426996,0.563316
0.246459,0.427137,0.563233
0.246405,0.427275,0.563156
0.246348,0.427414,0.563075
0.246294,0.427553,0.562997
0.246241,0.42769,0.562918
0.246187,0.427831,0.562834
0.246134,0.427971,0.562755
0.246079,0.428109,0.562678
0.246025,0.42825,0.562596
0.245972,0.42839,0.562517
0.245922,0.428529,0.562437
0.245872,0.428669,0.562355
0.245822,0.428807,0.562277
0.24577,0.428949,0.562195
0.245718,0.429089,0.56211
0.245672,0.429225,0.562035
0.245625,0.429363,0.561955
0.245574,0.429501,0.561876
0.245523,0.429638,0.561797
0.24547,0.429778,0.561715
0.245423,0.429912,0.561635
0.245373,0.430047,0.561554
0.245328,0.43018,0.561475
0.245282,0.430316,0.56139
0.245232,0.430451,0.561305
0.245185,0.430585,0.561226
0.24514,0.430719,0.561143
0.245094,0.430851,0.561061
0.245046,0.430986,0.560975
0.245003,0.43112,0.560891
0.244955,0.431256,0.560805
0.244914,0.43139,0.560719
0.244871,0.431525,0.56063
0.244829,0.43166,0.560543
0.244789,0.431792,0.560457
0.244748,0.431927,0.560371
0.244706,0.432064,0.560284
0.244664,0.4322,0.560197
0.244625,0.432335,0.560108
0.24458,0.432473,0.560019
0.244541,0.432609,0.55993
0.244501,0.432742,0.559841
0.244456,0.432876,0.559756
0.244417,0.43301,0.559667
0.244371,0.433146,0.559576
0.244331,0.433277,0.559487
0.244293,0.433408,0.559399
0.244251,0.433541,0.559309
0.244208,0.433671,0.55922
0.244166,0.433805,0.559125
0.244123,0.43394,0.559034
0.244083,0.434073,0.558943
0.244043,0.434205,0.558849
0.244004,0.434335,0.558756
0.243962,0.43447,0.558661
0.24392,0.434604,0.55857
0.243883,0.434736,0.558478
0.243846,0.434871,0.558386
0.243802,0.435004,0.558293
0.243763,0.435137,0.558197
0.243721,0.43527,0.558106
0.243683,0.4354,0.558014
0.243647,0.435533,0.557924
0.243604,0.435667,0.557829
0.243563,0.435799,0.557737
0.243527,0.435931,0.557648
0.243484,0.436062,0.557557
0.243444,0.436193,0.557462
0.243406,0.436324,0.55737
0.243366,0.436453,0.557281
0.243326,0.436582,0.557188
0.243286,0.436711,0.557093
0.243244,0.43684,0.557002
0.243203,0.436967,0.556914
0.24316,0.437094,0.556819
0.243116,0.437221,0.556732
0.243071,0.437349,0.556639
0.243024,0.437477,0.556547
0.242982,0.4376,0.556455
0.242935,0.437725,0.556364
0.242892,0.437845,0.556268
0.242839,0.437973,0.556177
0.242797,0.438094,0.556085
0.242748,0.438217,0.555991
0.242699,0.438338,0.5559
0.242653,0.438461,0.555807
0.24261,0.438583,0.555711
0.242567,0.438704,0.555616
0.24252,0.438826,0.555518
0.242483,0.438946,0.55542
0.242439,0.439068,0.555326
0.2424,0.43919,0.555227
0.242363,0.43931,0.55513
0.242328,0.43943,0.555033
0.242289,0.439552,0.554934
0.242257,0.43967,0.554839
0.242226,0.439789,0.55474
0.24219,0.43991,0.554646
0.242159,0.440029,0.554548
0.24213,0.44015,0.554451
0.242101,0.440268,0.554353
0.242075,0.440384,0.554256
0.242046,0.440503,0.554162
0.242019,0.44062,0.554065
0.241992,0.440738,0.553969
0.24197,0.440853,0.553869
0.241946,0.440972,0.553772
0.241923,0.441088,0.553672
0.241901,0.441203,0.553573
0.241879,0.441317,0.553477
0.241854,0.441432,0.553381
0.241832,0.441549,0.55328
0.241811,0.441664,0.553183
0.241791,0.441776,0.553083
0.241765,0.441894,0.552986
0.241743,0.442005,0.55289
0.24172,0.442118,0.552797
0.241694,0.44223,0.552699
0.24167,0.442341,0.552604
0.241644,0.442453,0.55251
0.241618,0.442562,0.552415
0.241591,0.442674,0.552319
0.241565,0.442784,0.552227
0.24154,0.442892,0.552132
0.241513,0.443005,0.552035
0.24149,0.443114,0.551934
0.241464,0.443224,0.551839
0.241435,0.443336,0.551746
0.24141,0.443443,0.55165
0.241385,0.443553,0.551556
0.241357,0.443662,0.551462
0.24133,0.443767,0.55137
0.241304,0.443876,0.551275
0.241281,0.44398,0.551182
0.241254,0.444087,0.551089
0.241228,0.444194,0.550993
0.241202,0.444298,0.550902
0.241177,0.444403,0.55081
0.241152,0.444507,0.550718
0.241128,0.444612,0.550618
0.241104,0.444717,0.550525
0.241079,0.444821,0.550426
0.241059,0.444923,0.550332
0.241033,0.445028,0.550231
0.241012,0.44513,0.550134
0.240992,0.445235,0.550032
0.240969,0.445339,0.549935
0.240946,0.445446,0.549836
0.240922,0.445554,0.549735
0.240903,0.445658,0.549636
