real_x,real_y,real_z
0.416141,0.137289,0.442536
0.415955,0.137427,0.442709
0.415723,0.137596,0.442928
0.415516,0.137753,0.443091
0.415294,0.137905,0.443319
0.415088,0.138051,0.443527
0.414881,0.1382,0.443723
0.414696,0.138323,0.443922
0.414497,0.138462,0.444073
0.414278,0.138635,0.444293
0.414078,0.138762,0.444492
0.413895,0.138921,0.444656
0.413671,0.139081,0.444877
0.413458,0.139235,0.445084
0.413285,0.139362,0.445254
0.413068,0.139496,0.445473
0.412846,0.139668,0.445675
0.412668,0.139801,0.445842
0.412459,0.139936,0.44602
0.412264,0.140088,0.446214
0.412029,0.140264,0.446439
0.411814,0.140413,0.44664
0.411604,0.140565,0.446832
0.4114,0.140707,0.447024
0.411226,0.140832,0.447176
0.410998,0.140997,0.447375
0.410786,0.141151,0.447561
0.410577,0.141304,0.447748
0.410371,0.141456,0.44793
0.410175,0.141603,0.448073
0.40996,0.141756,0.448273
0.409755,0.141903,0.44846
0.409548,0.142055,0.448644
0.409344,0.142206,0.448823
0.409158,0.142337,0.448967
0.408975,0.142478,0.449143
0.408749,0.142648,0.44935
0.408571,0.142783,0.449513
0.408368,0.142928,0.449723
0.408162,0.143087,0.449882
0.407973,0.143233,0.450064
0.407745,0.143405,0.450273
0.407565,0.143541,0.450436
0.407363,0.143689,0.450648
0.407142,0.143864,0.45084
0.40693,0.144028,0.451027
0.406738,0.144153,0.451209
0.406537,0.14433,0.45135
0.406325,0.144492,0.451553
0.40612,0.144648,0.45174
0.405935,0.144784,0.451883
0.405745,0.144923,0.452087
0.405525,0.1451,0.452269
0.405319,0.145259,0.452446
0.405124,0.145399,0.452617
0.404951,0.145543,0.452759
0.404752,0.145696,0.452952
0.404543,0.14588,0.453092
0.404359,0.146021,0.453263
0.404143,0.14617,0.453462
0.40394,0.146355,0.453608
0.403759,0.1465,0.453781
0.40355,0.146659,0.453949
0.403359,0.146817,0.45413
0.403142,0.146973,0.454334
0.402938,0.147148,0.454486
0.402749,0.147304,0.454656
0.402535,0.147474,0.454825
0.402308,0.147657,0.455038
0.40212,0.147797,0.455231
0.401911,0.147967,0.455369
0.40172,0.148119,0.455536
0.40149,0.148304,0.45574
0.401306,0.148449,0.455887
0.401097,0.148612,0.456085
0.400885,0.148782,0.456219
0.400659,0.148972,0.456416
0.400473,0.149113,0.456559
0.400266,0.149288,0.456718
0.40007,0.14944,0.456911
0.399861,0.149613,0.457046
0.399671,0.149775,0.457209
0.399441,0.149967,0.457393
0.399228,0.150139,0.457561
0.399023,0.150308,0.457728
0.39882,0.150473,0.457889
0.398647,0.150614,0.458023
0.398455,0.150771,0.458175
0.398239,0.15096,0.458332
0.398053,0.151106,0.4585
0.39784,0.151262,0.458685
0.397657,0.151428,0.458827
0.39743,0.151627,0.459009
0.397238,0.151799,0.45915
0.397059,0.151939,0.459315
0.396861,0.152093,0.459477
0.396656,0.152275,0.459639
0.396444,0.152453,0.459831
0.396245,0.152623,0.460006
0.396079,0.152762,0.460144
0.395864,0.152944,0.460322
0.395662,0.153109,0.460484
0.395465,0.153274,0.460647
0.395271,0.153431,0.4608
0.395103,0.153566,0.460931
0.394889,0.153746,0.461102
0.394707,0.153892,0.461229
0.39453,0.154039,0.461379
0.394326,0.154189,0.461554
0.394115,0.154379,0.46171
0.393942,0.15452,0.46186
0.393735,0.154703,0.462009
0.39357,0.154846,0.462133
0.393358,0.155028,0.462298
0.393175,0.155185,0.462424
0.392973,0.155358,0.462598
0.392779,0.155526,0.462752
0.392618,0.155668,0.46288
0.39241,0.155852,0.463046
0.392214,0.156022,0.463203
0.39205,0.156161,0.463328
0.391839,0.156345,0.463499
0.39167,0.156493,0.463635
0.391475,0.156654,0.463811
0.39126,0.156851,0.46397
0.391056,0.15703,0.464126
0.390857,0.157212,0.464277
0.390673,0.157383,0.464397
0.390496,0.157522,0.464569
0.390288,0.157711,0.464723
0.390119,0.157866,0.46485
0.389901,0.15806,0.46501
0.389718,0.158218,0.465134
0.389543,0.158379,0.465281
0.389328,0.158576,0.46545
0.389159,0.158729,0.465576
0.388967,0.158896,0.465741
0.388753,0.159101,0.465883
0.388581,0.159252,0.465997
0.388384,0.159434,0.466152
0.388197,0.159628,0.466269
0.388027,0.159787,0.466402
0.387825,0.159989,0.466534
0.387654,0.160146,0.466675
0.387455,0.16031,0.466834
0.38726,0.160518,0.466952
0.387084,0.160677,0.467117
0.386888,0.160874,0.467229
0.386686,0.161068,0.467387
0.386516,0.161222,0.46753
0.386324,0.161422,0.467642
0.386154,0.161577,0.467771
0.385946,0.161777,0.467928
0.385777,0.161936,0.46805
0.385587,0.162111,0.468208
0.385395,0.162303,0.468321
0.385218,0.16248,0.468459
0.385018,0.162657,0.46862
0.384827,0.162856,0.468737
0.384651,0.163029,0.46887
0.384451,0.16324,0.469
0.384247,0.163434,0.469159
0.384054,0.163626,0.469299
0.383869,0.163803,0.46943
0.383681,0.163995,0.469562
0.383498,0.164178,0.469689
0.38334,0.16434,0.469801
0.383157,0.164515,0.469943
0.382963,0.164726,0.470046
0.38279,0.164896,0.470167
0.382581,0.165109,0.470311
0.382388,0.165301,0.470441
0.3822,0.165495,0.470563
0.382024,0.16568,0.470661
0.381833,0.165867,0.470802
0.381663,0.166016,0.470929
0.381468,0.166226,0.471053
0.381303,0.166386,0.471179
0.381108,0.166591,0.471302
0.38092,0.16678,0.471422
0.380737,0.166966,0.471541
0.380556,0.16715,0.471666
0.380375,0.167332,0.471789
0.380199,0.167505,0.471912
0.380046,0.167659,0.472011
0.379849,0.167864,0.472149
0.379664,0.168047,0.472278
0.379494,0.168228,0.472379
0.379311,0.168411,0.472521
0.37913,0.168592,0.472654
0.378952,0.168766,0.472779
0.378784,0.168944,0.472884
0.378598,0.169124,0.473028
0.378435,0.169269,0.47316
0.378263,0.169452,0.473258
0.378093,0.16962,0.473396
0.377899,0.169823,0.473518
0.377744,0.16998,0.473619
0.377563,0.170145,0.47375
0.377382,0.170346,0.473846
0.377214,0.170503,0.473957
0.377022,0.170699,0.474095
0.376836,0.170889,0.474218
0.376677,0.171037,0.474334
0.376487,0.171239,0.474445
0.376336,0.171393,0.474537
0.376141,0.171589,0.474651
0.375955,0.171779,0.47476
0.375801,0.171929,0.47487
0.375614,0.172129,0.474971
0.375435,0.172321,0.475074
0.375257,0.172511,0.475178
0.375082,0.172699,0.475279
0.374935,0.172855,0.475363
0.374745,0.173058,0.475476
0.374572,0.173252,0.475561
0.374412,0.173412,0.475681
0.37424,0.173605,0.475769
0.374048,0.173821,0.475885
0.373874,0.174017,0.475994
0.373707,0.174212,0.476076
0.373548,0.174375,0.476195
0.373377,0.174576,0.476285
0.373217,0.174757,0.476383
0.373038,0.174948,0.476503
0.372856,0.175174,0.476588
0.372694,0.175346,0.476711
0.372516,0.175563,0.476797
0.37233,0.175765,0.476923
0.372175,0.175929,0.477037
0.371996,0.176142,0.477123
0.371837,0.17631,0.477224
0.371648,0.176527,0.477345
0.371495,0.176703,0.477443
0.371325,0.176883,0.477559
0.371142,0.177104,0.477646
0.370957,0.177308,0.477764
0.370794,0.17748,0.477871
0.370642,0.177655,0.477954
0.370474,0.177834,0.478071
0.370292,0.178053,0.478148
0.370139,0.178224,0.478252
0.369962,0.178403,0.478365
0.369776,0.178618,0.47847
0.369624,0.178784,0.478569
0.369444,0.178989,0.478664
0.369297,0.179156,0.478745
0.369132,0.179334,0.478851
0.368954,0.179548,0.478928
0.368778,0.179745,0.479033
0.368619,0.179915,0.479125
0.368475,0.180082,0.479205
0.368315,0.180259,0.479303
0.36814,0.180472,0.479374
0.367968,0.180668,0.47948
0.367805,0.180856,0.479568
0.367645,0.181039,0.479656
0.367504,0.181199,0.479752
0.367341,0.181399,0.479818
0.367199,0.181563,0.479903
0.367022,0.181776,0.480006
0.366867,0.181968,0.480077
0.366728,0.18213,0.480163
0.366563,0.182333,0.480248
0.36642,0.1825,0.480338
0.366265,0.18268,0.48044
0.3661,0.182893,0.480514
0.365932,0.183097,0.480612
0.365776,0.183291,0.480704
0.36562,0.18348,0.480789
0.365486,0.183637,0.480879
0.365326,0.183852,0.480947
0.365162,0.184046,0.481048
0.365006,0.184235,0.481137
0.364849,0.18443,0.481229
0.364696,0.184621,0.481314
0.364544,0.184808,0.481402
0.364391,0.184999,0.48149
0.364235,0.185194,0.481573
0.364092,0.185379,0.481642
0.363933,0.185572,0.481736
0.363782,0.18576,0.481823
0.363629,0.185954,0.481908
0.363478,0.186142,0.481987
0.363327,0.186336,0.482068
0.363179,0.186521,0.48215
0.363027,0.186715,0.482228
0.362877,0.186904,0.482307
0.362747,0.187062,0.482385
0.362588,0.187265,0.482458
0.362433,0.187466,0.482536
0.362301,0.187623,0.482614
0.36214,0.187831,0.482686
0.361987,0.188028,0.482758
0.36185,0.188196,0.482831
0.361719,0.188364,0.482891
0.361574,0.188541,0.482972
0.361415,0.188754,0.48303
0.361283,0.188918,0.483101
0.36112,0.189124,0.483185
0.360989,0.18929,0.483248
0.360846,0.189468,0.483324
0.360694,0.189679,0.483382
0.360565,0.189846,0.483449
0.360414,0.190034,0.483526
0.360265,0.190239,0.48358
0.360132,0.190403,0.48366
0.359984,0.19061,0.483713
0.359831,0.190807,0.483792
0.359704,0.190966,0.483859
0.359556,0.191175,0.483914
0.359429,0.19134,0.48398
0.359281,0.191534,0.484059
0.359128,0.191742,0.484128
0.359001,0.191907,0.484195
0.358854,0.192118,0.484249
0.358705,0.192319,0.484321
0.358565,0.192511,0.48439
0.358426,0.192698,0.484459
0.358305,0.192859,0.484528
0.358157,0.193067,0.484593
0.358014,0.193265,0.484655
0.357891,0.193426,0.484721
0.357748,0.193636,0.484769
0.357605,0.193835,0.484842
0.357472,0.19402,0.484912
0.357335,0.194214,0.484975
0.357218,0.194373,0.48504
0.357073,0.194582,0.485101
0.356938,0.194777,0.485162
0.356805,0.194965,0.485224
0.356672,0.195154,0.485287
0.356538,0.195345,0.485346
0.356405,0.195534,0.485412
0.356272,0.195723,0.485472
0.35614,0.19591,0.485534
0.356006,0.196101,0.485596
0.355874,0.196288,0.485656
0.355742,0.196471,0.485715
0.355632,0.196633,0.485765
0.355485,0.196839,0.485831
0.355349,0.197033,0.485893
0.355233,0.197191,0.485953
0.355091,0.197398,0.486009
0.354978,0.197563,0.486059
0.354848,0.197744,0.486122
0.354707,0.197963,0.486169
0.35459,0.198129,0.48622
0.354442,0.198344,0.486282
0.354318,0.198525,0.486329
0.354197,0.198699,0.486395
0.354051,0.198917,0.486447
0.353916,0.19912,0.4865
0.353796,0.199296,0.486553
0.353661,0.199502,0.486604
0.353527,0.199701,0.486655
0.353397,0.199897,0.486707
0.35327,0.200091,0.48676
0.353158,0.200255,0.486812
0.353016,0.200473,0.486857
0.352882,0.20068,0.486909
0.352752,0.200877,0.486958
0.352636,0.201057,0.486998
0.352497,0.201267,0.487051
0.352364,0.201467,0.487101
0.352234,0.201667,0.487149
0.352121,0.201833,0.487198
0.351981,0.202052,0.487246
0.351848,0.202257,0.48729
0.351719,0.202456,0.487333
0.351589,0.202659,0.487379
0.351459,0.202854,0.487424
0.351334,0.203049,0.487469
0.351222,0.203217,0.487515
0.351085,0.203428,0.487557
0.350975,0.203601,0.487595
0.35085,0.203789,0.487643
0.350713,0.20401,0.487678
0.3506,0.204183,0.48772
0.350459,0.2044,0.487764
0.350341,0.204587,0.487799
0.350224,0.204765,0.487847
0.350089,0.204981,0.487886
0.349978,0.205153,0.487922
0.349848,0.205353,0.487967
0.349716,0.205565,0.488
0.349605,0.205732,0.488051
0.349473,0.205942,0.488084
0.349344,0.20614,0.488126
0.349236,0.206304,0.48817
0.349107,0.206514,0.488202
0.348995,0.20668,0.488249
0.348871,0.206875,0.488286
0.348749,0.207071,0.488325
0.348633,0.207248,0.488368
0.348502,0.207461,0.488402
0.348372,0.207661,0.488445
0.34825,0.207851,0.488482
0.34813,0.208044,0.488512
0.348023,0.208207,0.488557
0.347894,0.208415,0.488588
0.347766,0.208615,0.488632
0.347653,0.208795,0.48867
0.347527,0.208996,0.48871
0.34742,0.209165,0.488749
0.347292,0.209378,0.488775
0.347163,0.209584,0.488815
0.347059,0.209751,0.488855
0.346929,0.209967,0.488879
0.346803,0.210174,0.488918
0.34668,0.210374,0.488956
0.346559,0.210574,0.488992
0.346438,0.210775,0.489024
0.346318,0.210973,0.489058
0.34622,0.211139,0.489089
0.346096,0.211339,0.489118
0.345978,0.211541,0.489149
0.345868,0.211725,0.489189
0.345734,0.21195,0.48922
0.345631,0.212127,0.489251
0.345497,0.212351,0.489286
0.345376,0.212555,0.489316
0.345254,0.212758,0.489348
0.34514,0.212953,0.48938
0.345042,0.213121,0.48941
0.344912,0.21334,0.489441
0.34479,0.213547,0.489473
0.344691,0.213719,0.489507
0.344564,0.213936,0.489539
0.344443,0.214139,0.489567
0.344343,0.214313,0.489603
0.344216,0.214531,0.489626
0.344113,0.214708,0.489659
0.343984,0.21493,0.489693
0.343882,0.215103,0.489719
0.343769,0.215296,0.489757
0.343638,0.21552,0.489788
0.343535,0.215699,0.48982
0.343402,0.215924,0.48985
0.343284,0.216126,0.489876
0.343169,0.216324,0.489914
0.343053,0.216521,0.489942
0.342944,0.216712,0.489973
0.342843,0.216887,0.490007
0.342716,0.217106,0.490038
0.342592,0.217319,0.490067
0.342486,0.217504,0.490094
0.342369,0.217704,0.490123
0.342265,0.217892,0.49016
0.342136,0.218116,0.490182
0.342033,0.218299,0.490216
0.341912,0.218508,0.490246
0.341785,0.218732,0.490272
0.341682,0.218917,0.490309
0.341563,0.219126,0.490334
0.341457,0.219319,0.490369
0.341342,0.219524,0.4904
0.341209,0.219757,0.490424
0.341106,0.219944,0.49046
0.340976,0.220173,0.490481
0.340855,0.220392,0.490512
0.340756,0.220572,0.490544
0.34063,0.220797,0.490566
0.340527,0.220986,0.490596
0.340408,0.2212,0.49062
0.340288,0.221412,0.490649
0.340182,0.221611,0.49068
0.340052,0.221844,0.490701
0.339929,0.222068,0.490732
0.339822,0.222266,0.49076
0.339702,0.222481,0.490782
0.339585,0.222696,0.490814
0.339479,0.22289,0.490838
0.339369,0.223094,0.490869
0.339246,0.223322,0.490896
0.339129,0.223532,0.490919
0.339017,0.223742,0.490947
0.338907,0.223945,0.490974
0.338801,0.224136,0.490998
0.338702,0.224325,0.491031
0.338576,0.224557,0.491058
0.338459,0.224768,0.491086
0.338356,0.224957,0.49111
0.338239,0.225172,0.491142
0.338123,0.225386,0.491172
0.338012,0.225588,0.491199
0.337921,0.225761,0.491229
0.337807,0.225969,0.491255
0.337696,0.22617,0.491279
0.337596,0.226358,0.491312
0.337479,0.226566,0.491332
0.337368,0.226772,0.491368
0.337249,0.22699,0.491397
0.337137,0.227195,0.491426
0.337026,0.227396,0.49145
0.336918,0.227593,0.49148
0.336809,0.227789,0.491504
0.336721,0.227961,0.49154
0.336597,0.228182,0.491569
0.336504,0.228358,0.491602
0.336379,0.228583,0.491629
0.336264,0.228791,0.491656
0.336171,0.228965,0.491691
0.336049,0.229185,0.491719
0.33593,0.229399,0.491747
0.335821,0.229601,0.491779
0.335716,0.229789,0.491804
0.335619,0.229976,0.491834
0.33549,0.230206,0.491865
0.335375,0.230417,0.491894
0.335258,0.230629,0.491921
0.335147,0.230836,0.491954
0.335054,0.231011,0.491985
0.334941,0.231219,0.492012
0.334826,0.231425,0.492037
0.334723,0.231619,0.492073
0.334599,0.231845,0.492103
0.334499,0.232033,0.492135
0.334383,0.232247,0.492166
0.334259,0.232465,0.492188
0.334141,0.232683,0.492223
0.334032,0.232882,0.492249
0.333931,0.233072,0.492282
0.333835,0.233257,0.492315
0.333712,0.233478,0.492344
0.333613,0.233663,0.492375
0.333499,0.233869,0.492397
0.333388,0.234068,0.492428
0.33329,0.234257,0.492462
0.333166,0.234478,0.492485
0.333071,0.234659,0.492527
0.33296,0.234864,0.49255
0.332842,0.235082,0.492586
0.33275,0.235254,0.492614
0.332629,0.23547,0.492638
0.332526,0.235659,0.492672
0.332422,0.235856,0.492706
0.332307,0.236059,0.49273
0.332216,0.236234,0.492765
0.332095,0.236447,0.492787
0.331994,0.236637,0.492825
0.331899,0.236814,0.492858
0.331778,0.237028,0.492888
0.331665,0.237231,0.492915
0.331579,0.237395,0.492951
0.331458,0.237603,0.49297
0.331349,0.237805,0.493006
0.331243,0.237998,0.49304
0.331139,0.238188,0.493071
0.331045,0.238361,0.493105
0.330934,0.238559,0.493134
0.330848,0.238722,0.493166
0.330731,0.238929,0.493197
0.330634,0.239104,0.493232
0.330521,0.239305,0.493261
0.330416,0.239493,0.493291
0.330307,0.239686,0.493321
0.330205,0.239869,0.493351
0.330099,0.240058,0.493385
0.330013,0.240219,0.493415
0.329895,0.240426,0.493445
0.329786,0.24062,0.493477
0.329679,0.240811,0.493506
0.329576,0.240997,0.49354
0.329471,0.241188,0.493568
0.329368,0.241372,0.493599
0.329261,0.241563,0.493634
0.329166,0.241737,0.493664
0.329064,0.241913,0.49369
0.328969,0.242088,0.493727
0.328849,0.242295,0.493751
0.328751,0.242478,0.493789
0.328636,0.242681,0.493818
0.328528,0.242874,0.493849
0.32844,0.243038,0.493883
0.328327,0.243233,0.493908
0.328211,0.243432,0.493934
0.328104,0.243627,0.493971
0.327996,0.243821,0.494005
0.327909,0.243982,0.494042
0.327792,0.244188,0.494071
0.327683,0.244381,0.494103
0.327594,0.244546,0.494134
0.327475,0.244749,0.494159
0.327386,0.244915,0.494196
0.327268,0.245122,0.494226
0.327155,0.245314,0.494249
0.327069,0.245479,0.494289
0.326953,0.24568,0.494318
0.326855,0.245857,0.494357
0.326759,0.24603,0.494389
0.32664,0.246232,0.49441
0.326547,0.246398,0.494443
0.326437,0.246591,0.494473
0.326336,0.246769,0.494509
0.326242,0.246942,0.494546
0.326123,0.247151,0.494579
0.326028,0.247323,0.494618
0.325926,0.247506,0.494648
0.325813,0.247697,0.49467
0.325726,0.24786,0.49471
0.325611,0.248056,0.494736
0.325517,0.248227,0.494776
0.325413,0.24841,0.49481
0.325304,0.248603,0.494843
0.325217,0.24876,0.494884
0.325109,0.248946,0.494908
0.325007,0.249121,0.49494
0.324914,0.249293,0.494982
0.324796,0.249491,0.495012
0.324708,0.249653,0.495054
0.324605,0.249838,0.495091
0.324491,0.250034,0.495124
0.324408,0.250185,0.495158
0.324294,0.250377,0.495186
0.324209,0.250533,0.495226
0.324106,0.250714,0.495259
0.323996,0.250898,0.495288
0.323915,0.251053,0.495329
0.323802,0.251241,0.495358
0.323703,0.251421,0.495397
0.323624,0.251567,0.495437
0.323514,0.251757,0.495473
0.323433,0.251907,0.495511
0.32333,0.252079,0.495537
0.323234,0.252245,0.495574
0.323146,0.25241,0.495617
0.323037,0.252596,0.495648
0.322938,0.252775,0.495688
0.322843,0.252943,0.495729
0.322758,0.253091,0.495758
0.322676,0.253246,0.495798
0.322569,0.253429,0.495829
0.32248,0.25359,0.495872
0.322388,0.25376,0.49591
0.322287,0.253933,0.495941
0.32221,0.25408,0.495987
0.322107,0.254265,0.496026
0.322021,0.254421,0.496066
0.321938,0.254575,0.496104
0.321831,0.254756,0.49613
0.321733,0.254932,0.496173
0.321651,0.255086,0.496213
0.32156,0.255243,0.496245
0.32146,0.255424,0.496289
0.321368,0.255592,0.496327
0.321292,0.255733,0.496371
0.321195,0.255905,0.496407
0.321095,0.256078,0.496438
0.321016,0.256228,0.496486
0.320916,0.256399,0.496512
0.320829,0.25656,0.49656
0.320726,0.256743,0.496602
0.32063,0.256905,0.496628
0.320536,0.257074,0.496673
0.320444,0.257237,0.496711
0.320351,0.257404,0.49675
0.320274,0.257544,0.496793
0.320167,0.257727,0.496832
0.320087,0.257872,0.496871
0.319984,0.258052,0.496912
0.319895,0.258204,0.496943
0.31981,0.258359,0.496988
0.319702,0.258538,0.497019
0.319621,0.258688,0.497066
0.319516,0.258871,0.497106
0.319418,0.259035,0.497136
0.319341,0.259182,0.497183
0.319236,0.259361,0.497225
0.319146,0.259516,0.497265
0.319062,0.259668,0.497303
0.318954,0.259845,0.497333
0.318872,0.259996,0.497386
0.318776,0.260167,0.497423
0.318691,0.260314,0.49746
0.3186,0.260477,0.497504
0.318493,0.26066,0.497543
0.318413,0.260804,0.497588
0.318325,0.260959,0.497628
0.318215,0.261138,0.497657
0.318137,0.261287,0.497702
0.318031,0.26146,0.497732
0.317949,0.261612,0.497782
0.317856,0.261776,0.497821
0.31776,0.261943,0.497864
0.317683,0.262082,0.497907
0.3176,0.262227,0.497936
0.317505,0.262388,0.497976
0.317423,0.262542,0.498025
0.31732,0.262713,0.498057
0.317244,0.262855,0.498108
0.317153,0.263019,0.498147
0.317058,0.263185,0.498187
0.316986,0.263319,0.498229
0.316887,0.263488,0.498266
0.316806,0.263631,0.498313
0.316734,0.263769,0.498354
0.316637,0.263936,0.498393
0.316563,0.264074,0.498431
0.316466,0.26424,0.498475
0.316379,0.264396,0.498515
0.316295,0.264547,0.498562
0.316208,0.264696,0.498595
0.31614,0.264828,0.498646
0.316055,0.264982,0.498687
0.315968,0.265138,0.498727
0.315881,0.265295,0.498769
0.315799,0.265441,0.498811
0.315718,0.265589,0.498855
0.315641,0.26573,0.498898
0.315553,0.265886,0.498941
0.315484,0.266016,0.498981
0.315393,0.266177,0.499024
0.315305,0.266331,0.499066
0.315228,0.266472,0.499106
0.315138,0.266624,0.49914
0.315052,0.266779,0.499187
0.314968,0.26693,0.499231
0.314893,0.267062,0.499269
0.314818,0.267203,0.499313
0.314722,0.267367,0.499349
0.314637,0.267523,0.499393
0.314558,0.26767,0.49944
0.314479,0.267808,0.499478
0.314402,0.267953,0.499528
0.314302,0.26812,0.499561
0.314222,0.268267,0.499614
0.314137,0.268421,0.499658
0.314054,0.268565,0.499692
0.313964,0.26873,0.499741
0.313877,0.268887,0.49979
0.313801,0.269025,0.499835
0.313712,0.269185,0.499877
0.313624,0.269337,0.499914
0.313544,0.269491,0.499962
0.313468,0.269637,0.500011
0.31339,0.269777,0.500053
0.313304,0.269936,0.500101
0.313217,0.270087,0.500137
0.313152,0.270219,0.500191
0.313064,0.270378,0.500236
0.312989,0.270515,0.500271
0.312918,0.270656,0.500326
0.312826,0.270815,0.500362
0.312759,0.270951,0.50042
0.312675,0.271107,0.500459
0.312597,0.271243,0.500501
0.312527,0.271383,0.500553
0.312438,0.271544,0.500598
0.312366,0.271681,0.500644
0.312296,0.271818,0.500692
0.312203,0.271972,0.500724
0.312141,0.272104,0.50078
0.312058,0.272258,0.500824
0.31199,0.272385,0.500865
0.311915,0.272528,0.500915
0.311826,0.272691,0.50096
0.311762,0.272818,0.501009
0.311681,0.272967,0.501052
0.311597,0.273114,0.501084
0.311535,0.273243,0.501136
0.311447,0.273394,0.501172
0.31138,0.273529,0.501224
0.311306,0.273674,0.501271
0.311227,0.273821,0.501313
0.311167,0.273946,0.50136
0.311089,0.274092,0.501401
0.311012,0.274228,0.501435
0.310947,0.274362,0.501485
0.31086,0.274513,0.50152
0.310793,0.274649,0.501573
0.31072,0.274792,0.501613
0.31064,0.274933,0.501648
0.31058,0.27506,0.501696
0.310497,0.275206,0.50173
0.310422,0.275354,0.501778
0.310355,0.275488,0.501823
0.310276,0.275628,0.50186
0.310204,0.275771,0.501905
0.31013,0.275912,0.501952
0.310055,0.27605,0.50199
0.309985,0.276184,0.502033
0.30991,0.276325,0.502077
0.309836,0.276465,0.502119
0.30976,0.276608,0.502163
0.309689,0.276745,0.502207
0.309615,0.276884,0.50225
0.309539,0.277023,0.502291
0.309467,0.277161,0.502335
0.309394,0.2773,0.502379
0.30932,0.277438,0.502417
0.309261,0.277559,0.50246
0.309177,0.27771,0.5025
0.309102,0.27785,0.50254
0.309026,0.277992,0.502584
0.308951,0.27813,0.502626
0.308877,0.27827,0.502669
0.308803,0.278408,0.50271
0.308736,0.278532,0.50275
0.308657,0.278682,0.502794
0.308586,0.278813,0.502829
0.308505,0.278963,0.502874
0.308436,0.279098,0.502918
0.308366,0.279226,0.502958
0.308284,0.279378,0.503
0.30821,0.279513,0.503036
0.308137,0.279655,0.503082
0.308069,0.279791,0.503128
0.307993,0.279932,0.503173
0.30792,0.280071,0.503211
0.307845,0.280205,0.503244
0.307774,0.280342,0.503292
0.307701,0.280481,0.503339
0.307632,0.280616,0.503383
0.307574,0.280735,0.503425
0.307499,0.280879,0.503462
0.307422,0.281023,0.503509
0.307362,0.281144,0.503557
0.307279,0.281286,0.503591
0.307224,0.281409,0.503642
0.307145,0.281558,0.503687
0.307079,0.281679,0.503725
0.307018,0.281811,0.503774
0.306938,0.281952,0.50381
0.306874,0.28208,0.503863
0.306804,0.28222,0.503907
0.306731,0.282352,0.503949
0.306677,0.282472,0.503999
0.3066,0.282618,0.504045
0.306536,0.282741,0.504097
0.306469,0.282875,0.504139
0.306395,0.283006,0.504171
0.30634,0.283126,0.504222
0.30627,0.283262,0.504267
0.306209,0.283379,0.504305
0.306147,0.283506,0.504356
0.306069,0.283652,0.504404
0.306012,0.283768,0.504451
0.305942,0.283902,0.504494
0.305865,0.284037,0.504534
0.305811,0.284153,0.504581
0.305735,0.284291,0.504616
0.305679,0.284407,0.504671
0.30561,0.284542,0.504716
0.305536,0.284679,0.504759
0.305481,0.284792,0.504807
0.305411,0.284925,0.504849
0.305342,0.285046,0.504888
0.305276,0.285176,0.504937
0.305207,0.28531,0.504986
0.305137,0.285441,0.505026
0.30507,0.285569,0.505071
0.305003,0.285698,0.505117
0.304951,0.285809,0.505163
0.304879,0.285943,0.505205
0.304818,0.286061,0.505253
0.304745,0.2862,0.50529
0.304678,0.286329,0.505336
0.30461,0.286456,0.505382
0.304545,0.286579,0.505413
0.304479,0.286708,0.505461
0.304415,0.286835,0.505508
0.30435,0.286962,0.505551
0.304298,0.287069,0.505597
0.304225,0.287203,0.505638
0.304159,0.287332,0.505684
0.304092,0.28746,0.505725
0.304025,0.287586,0.505769
0.303964,0.287708,0.505811
0.303902,0.287834,0.505855
0.303839,0.287957,0.5059
0.303789,0.288065,0.505945
0.303716,0.288191,0.50598
0.303653,0.288319,0.506028
0.30359,0.288443,0.506075
0.303524,0.288564,0.506111
0.303463,0.288689,0.506164
0.303403,0.288811,0.506211
0.303348,0.288919,0.506254
0.303282,0.289052,0.506303
0.303217,0.289171,0.506338
0.303157,0.289295,0.50639
0.303097,0.289415,0.506434
0.303037,0.289536,0.50648
0.302978,0.289653,0.506522
0.302918,0.289766,0.506554
0.302853,0.289892,0.506608
0.302796,0.290009,0.506656
0.30274,0.290117,0.506695
0.302677,0.290244,0.506742
0.302615,0.290366,0.506789
0.302555,0.290487,0.506834
0.302496,0.290606,0.506879
0.302435,0.290719,0.506917
0.302379,0.290839,0.506969
0.302322,0.290955,0.507017
0.302262,0.291075,0.507064
0.30221,0.291187,0.507114
0.302151,0.291307,0.507163
0.302093,0.291426,0.507211
0.302036,0.291543,0.50726
0.301982,0.291659,0.507311
0.301936,0.291763,0.507362
0.301869,0.291882,0.507398
0.301825,0.291988,0.507452
0.301766,0.292112,0.507502
0.301712,0.292219,0.507541
0.301662,0.292334,0.507595
0.301599,0.292461,0.507642
0.301549,0.292569,0.507696
0.301492,0.29269,0.507739
0.301428,0.29281,0.507774
0.301387,0.292913,0.507823
0.301329,0.293038,0.50787
0.301274,0.293146,0.50791
0.301219,0.293268,0.507958
0.301161,0.293391,0.508006
0.301113,0.293499,0.508057
0.30106,0.293618,0.508099
0.300998,0.293736,0.508133
0.300956,0.293844,0.508184
0.300895,0.293965,0.508216
0.300837,0.29409,0.508268
0.300782,0.294208,0.508315
0.300727,0.294327,0.508359
0.300683,0.294432,0.508409
0.300624,0.294554,0.508451
0.300572,0.294661,0.508491
0.30051,0.29479,0.508538
0.300451,0.294908,0.508577
0.300409,0.295015,0.508627
0.300351,0.295138,0.50867
