x,y,z,qw,qx,qy,qz,Kx,Ky,Kz,Kax,Kay,Kaz,Dx,Dy,Dz,Dax,Day,Daz
0.5300001724786243,0.00023382784150373438,0.27836388111837435,-8.377314674588087e-05,0.9394586360521814,-0.34266172597043026,0.0006369332780566459,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.0002338278445041844,0.2783638811193745,-8.377314675088408e-05,0.9394586360494898,-0.34266172597780986,0.0006369332780559879,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023382786550373352,0.27836388112637434,-8.377314678590056e-05,0.9394586360306513,-0.3426617260294582,0.0006369332780513823,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023382792249157904,0.2783638811453703,-8.377314688092708e-05,0.9394586359795283,-0.3426617261696196,0.0006369332780388838,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023382803344611824,0.27836388118235517,-8.377314706594239e-05,0.9394586358799926,-0.342661726442512,0.0006369332780145496,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023382821633495063,0.27836388124331807,-8.377314737090721e-05,0.9394586357159255,-0.3426617268923265,0.0006369332779744388,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023382848911487997,0.2783638813342447,-8.377314782576431e-05,0.9394586354712183,-0.3426617275632279,0.0006369332779146133,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023382886973191653,0.27836388146111707,-8.377314846043843e-05,0.939458635129772,-0.34266172849935433,0.0006369332778311373,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.0002338293761212792,0.27836388162991355,-8.377314930483632e-05,0.9394586346754971,-0.34266172974481746,0.0006369332777200772,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023383002620739777,0.2783638818466089,-8.377315038884675e-05,0.9394586340923137,-0.34266173134370226,0.0006369332775775019,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
0.5300001724786243,0.00023383083790391485,0.2783638821171744,-8.377315174234048e-05,0.9394586333641518,-0.3426617333400674,0.0006369332773994826,600.0,600.0,600.0,50.0,50.0,50.0,48.98979485566356,48.98979485566356,48.98979485566356,14.142135623730951,14.142135623730951,14.142135623730951
