target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,force_x,force_y,force_z,qw,qx,qy,qz
0.427447,0.0383671,0.247937,0.465013,-0.0514628,0.226866,-0.0375659,0.0898299,0.0210706,-7.92718,12.4324,3.70061,0.488901,-0.502927,0.435827,0.563999
0.427422,0.0386272,0.247936,0.464983,-0.0511603,0.226855,-0.0375616,0.0897875,0.0210808,-7.91487,12.3836,3.68243,0.488897,-0.502922,0.435793,0.564034
0.427396,0.0388874,0.247935,0.464952,-0.0508547,0.226844,-0.0375561,0.0897421,0.0210917,-7.88884,12.3364,3.67502,0.488893,-0.502916,0.435757,0.56407
0.427371,0.0391477,0.247935,0.464916,-0.0505557,0.226826,-0.0375453,0.0897034,0.0211084,-7.86702,12.3601,3.70813,0.488887,-0.502899,0.435729,0.564112
0.427345,0.0394081,0.247934,0.464883,-0.050249,0.226816,-0.0375377,0.0896571,0.0211176,-7.83371,12.2889,3.67765,0.488878,-0.502893,0.435691,0.564154
0.42732,0.0396684,0.247933,0.464846,-0.0499466,0.226801,-0.0375257,0.089615,0.0211326,-7.80872,12.2789,3.69455,0.488869,-0.502875,0.435658,0.564204
0.427294,0.0399289,0.247933,0.464807,-0.0496379,0.22679,-0.0375127,0.0895668,0.0211426,-7.77831,12.2357,3.65439,0.488854,-0.502862,0.435622,0.564256
0.427269,0.0401893,0.247932,0.464775,-0.0493325,0.226784,-0.037506,0.0895219,0.0211474,-7.78585,12.2318,3.6193,0.48884,-0.502859,0.435587,0.564298
0.427244,0.0404499,0.247931,0.464736,-0.0490269,0.226774,-0.0374926,0.0894768,0.0211568,-7.77338,12.2133,3.60688,0.488828,-0.502844,0.435547,0.564352
0.427218,0.0407105,0.24793,0.464704,-0.048714,0.226768,-0.0374853,0.0894245,0.021163,-7.78206,12.1529,3.58456,0.48881,-0.502837,0.435506,0.564406
0.427193,0.0409711,0.24793,0.464664,-0.0484043,0.226757,-0.0374709,0.0893754,0.0211727,-7.74771,12.1367,3.59547,0.488797,-0.502818,0.435467,0.564465
0.427168,0.0412318,0.247929,0.464627,-0.048094,0.226741,-0.0374592,0.0893257,0.021188,-7.75706,12.1257,3.63123,0.488779,-0.502801,0.435435,0.56452
0.427142,0.0414925,0.247928,0.464592,-0.0477814,0.226729,-0.0374495,0.0892739,0.021199,-7.73225,12.0746,3.64972,0.488764,-0.502787,0.435397,0.564574
0.427117,0.0417533,0.247928,0.464553,-0.0474684,0.226716,-0.0374359,0.0892217,0.0212121,-7.70589,12.039,3.67234,0.488753,-0.502764,0.435358,0.564634
0.427092,0.0420141,0.247927,0.464514,-0.0471562,0.2267,-0.0374226,0.0891703,0.0212274,-7.65043,12.0173,3.72722,0.48874,-0.502741,0.435319,0.564697
0.427066,0.042275,0.247926,0.464474,-0.0468468,0.226685,-0.0374078,0.0891218,0.0212417,-7.62806,12.0143,3.7426,0.488732,-0.502715,0.43528,0.564756
0.427041,0.0425359,0.247926,0.464431,-0.0465313,0.226664,-0.03739,0.0890672,0.0212611,-7.59962,11.9923,3.78202,0.488724,-0.502688,0.435238,0.56482
0.427016,0.0427969,0.247925,0.464389,-0.0462176,0.226646,-0.0373727,0.0890145,0.0212789,-7.53002,11.9661,3.81598,0.488718,-0.50266,0.435197,0.564881
0.426991,0.0430579,0.247924,0.464344,-0.0458991,0.226625,-0.0373531,0.088957,0.021299,-7.50448,11.9227,3.833,0.488714,-0.50263,0.435147,0.56495
0.426966,0.043319,0.247923,0.464304,-0.0455867,0.226609,-0.0373383,0.0889057,0.0213144,-7.50718,11.9284,3.82552,0.488711,-0.502605,0.435103,0.565009
0.42694,0.0435801,0.247923,0.464259,-0.0452656,0.226588,-0.0373184,0.0888457,0.0213351,-7.4655,11.8874,3.85767,0.488709,-0.502571,0.435056,0.565077
0.426915,0.0438413,0.247922,0.464212,-0.0449463,0.226563,-0.0372964,0.0887875,0.0213587,-7.44768,11.8653,3.88244,0.488713,-0.502536,0.435001,0.565146
0.42689,0.0441025,0.247921,0.464167,-0.044626,0.226543,-0.037277,0.0887285,0.0213788,-7.4249,11.8279,3.89823,0.488717,-0.50251,0.434947,0.565209
0.426865,0.0443637,0.247921,0.464119,-0.0443071,0.226519,-0.0372543,0.0886708,0.0214014,-7.40146,11.8225,3.92287,0.488723,-0.502475,0.434892,0.565278
0.42684,0.044625,0.24792,0.464071,-0.0439834,0.22649,-0.0372315,0.0886084,0.0214294,-7.40341,11.7941,3.97217,0.488726,-0.502443,0.434838,0.565344
0.426815,0.0448864,0.247919,0.464029,-0.0436617,0.226467,-0.0372149,0.0885481,0.0214519,-7.41225,11.7736,3.98723,0.488736,-0.502419,0.434782,0.5654
0.426789,0.0451478,0.247918,0.463985,-0.0433389,0.226443,-0.0371958,0.0884867,0.0214751,-7.44502,11.765,3.98173,0.488748,-0.502392,0.434723,0.565459
0.426764,0.0454092,0.247918,0.463947,-0.0430207,0.226422,-0.0371824,0.08843,0.0214959,-7.48706,11.7866,3.97734,0.488765,-0.502372,0.434663,0.565508
0.426739,0.0456707,0.247917,0.463906,-0.0426973,0.226397,-0.0371667,0.0883681,0.0215202,-7.522,11.7536,3.99765,0.488779,-0.50235,0.434604,0.56556
0.426714,0.0459322,0.247916,0.463865,-0.0423716,0.226373,-0.0371513,0.0883039,0.0215436,-7.54518,11.7228,3.97949,0.488795,-0.502335,0.434543,0.565607
0.426689,0.0461938,0.247915,0.463832,-0.0420527,0.226353,-0.0371433,0.0882465,0.021562,-7.60001,11.7498,3.96053,0.488816,-0.502324,0.434487,0.565642
0.426664,0.0464554,0.247915,0.463798,-0.0417286,0.226337,-0.0371338,0.088184,0.0215772,-7.65453,11.7278,3.90788,0.488837,-0.502318,0.434423,0.565679
0.426639,0.0467171,0.247914,0.463769,-0.0414069,0.226319,-0.0371305,0.088124,0.0215946,-7.7135,11.7357,3.90756,0.488851,-0.502322,0.434366,0.565706
0.426614,0.0469788,0.247913,0.463739,-0.0410838,0.226299,-0.0371248,0.0880626,0.0216139,-7.74809,11.7343,3.91495,0.488869,-0.502322,0.434311,0.565733
0.426589,0.0472406,0.247912,0.463709,-0.0407629,0.226284,-0.0371199,0.0880035,0.021628,-7.78912,11.7319,3.88178,0.488885,-0.502326,0.434257,0.565756
0.426564,0.0475023,0.247912,0.463679,-0.0404414,0.226266,-0.0371155,0.0879438,0.0216454,-7.7787,11.7256,3.90439,0.488903,-0.502328,0.434204,0.565781
0.426539,0.0477642,0.247911,0.463649,-0.0401201,0.226248,-0.0371102,0.0878843,0.0216633,-7.7809,11.7147,3.90198,0.488919,-0.502325,0.434155,0.565806
0.426514,0.0480261,0.24791,0.463621,-0.0397998,0.226231,-0.0371067,0.0878259,0.0216794,-7.77441,11.7128,3.92101,0.488932,-0.502334,0.434106,0.565825
0.426489,0.048288,0.247909,0.463593,-0.0394807,0.226212,-0.0371034,0.0877687,0.0216971,-7.78959,11.7333,3.93131,0.48894,-0.502337,0.434065,0.565848
0.426464,0.04855,0.247909,0.46356,-0.0391569,0.226196,-0.0370956,0.0877069,0.0217122,-7.76071,11.6977,3.90994,0.488952,-0.50233,0.434018,0.565878
0.426439,0.0488119,0.247908,0.463529,-0.0388399,0.226183,-0.0370901,0.0876519,0.0217246,-7.74748,11.7249,3.88432,0.488958,-0.502335,0.433978,0.5659
0.426414,0.049074,0.247907,0.463492,-0.0385234,0.226167,-0.0370772,0.0875974,0.0217405,-7.70655,11.7536,3.87537,0.488956,-0.50233,0.433945,0.565931
0.426389,0.0493361,0.247906,0.463453,-0.0382024,0.226149,-0.0370631,0.0875385,0.0217572,-7.66606,11.7537,3.87025,0.488951,-0.502324,0.433911,0.565967
0.426365,0.0495982,0.247906,0.463415,-0.0378812,0.226137,-0.0370502,0.0874794,0.0217689,-7.61184,11.7276,3.85667,0.488943,-0.50232,0.433879,0.566002
0.42634,0.0498604,0.247905,0.463374,-0.0375657,0.226123,-0.0370343,0.0874261,0.0217817,-7.56562,11.7429,3.85995,0.488935,-0.502309,0.43385,0.566041
0.426315,0.0501226,0.247904,0.463338,-0.0372508,0.22611,-0.0370233,0.0873733,0.0217936,-7.5745,11.7662,3.84193,0.48892,-0.502304,0.433825,0.566077
0.42629,0.0503848,0.247903,0.463298,-0.0369358,0.226101,-0.0370084,0.0873206,0.0218017,-7.57372,11.7876,3.79929,0.488908,-0.502298,0.433796,0.566115
0.426265,0.0506471,0.247902,0.463254,-0.0366181,0.226085,-0.0369891,0.0872652,0.0218173,-7.54127,11.7907,3.80331,0.488888,-0.502283,0.433774,0.566163
0.42624,0.0509094,0.247902,0.463214,-0.0363041,0.226075,-0.0369736,0.0872136,0.0218262,-7.52568,11.8373,3.77852,0.48887,-0.502277,0.433749,0.566203
0.426216,0.0511718,0.247901,0.463171,-0.0359888,0.226066,-0.0369559,0.0871606,0.0218348,-7.49837,11.8253,3.75644,0.488848,-0.502267,0.433731,0.566245
0.426191,0.0514342,0.2479,0.463131,-0.0356712,0.226055,-0.0369402,0.0871054,0.0218448,-7.4999,11.8093,3.75475,0.488828,-0.50226,0.43371,0.566284
0.426166,0.0516966,0.247899,0.463089,-0.0353519,0.226045,-0.0369231,0.0870485,0.0218538,-7.48634,11.795,3.74752,0.488807,-0.502251,0.433689,0.566326
0.426141,0.0519591,0.247898,0.463046,-0.0350396,0.226029,-0.0369043,0.0869987,0.0218691,-7.4953,11.8193,3.77853,0.488788,-0.502236,0.433673,0.566369
0.426117,0.0522216,0.247898,0.463006,-0.0347265,0.226017,-0.0368891,0.0869481,0.0218802,-7.49365,11.8252,3.79456,0.488767,-0.502224,0.433656,0.566409
0.426092,0.0524842,0.247897,0.462958,-0.0344123,0.226001,-0.0368667,0.0868965,0.0218958,-7.42968,11.8136,3.83345,0.48875,-0.502202,0.433637,0.566459
0.426067,0.0527468,0.247896,0.462911,-0.0340979,0.225985,-0.0368436,0.0868447,0.0219108,-7.37923,11.8194,3.8526,0.488732,-0.502181,0.433617,0.566508
0.426042,0.0530094,0.247895,0.462861,-0.0337828,0.225966,-0.0368189,0.0867922,0.0219292,-7.28951,11.8004,3.91091,0.488716,-0.502161,0.433595,0.566557
0.426018,0.0532721,0.247894,0.46281,-0.0334635,0.225947,-0.0367928,0.0867356,0.0219468,-7.23875,11.7527,3.93251,0.4887,-0.502135,0.43357,0.566613
0.425993,0.0535348,0.247893,0.462764,-0.0331463,0.225931,-0.036771,0.0866811,0.0219625,-7.2316,11.7473,3.9561,0.488687,-0.502116,0.433545,0.56666
0.425968,0.0537975,0.247893,0.462714,-0.0328255,0.225916,-0.0367453,0.0866231,0.0219764,-7.21239,11.7148,3.92354,0.488679,-0.502092,0.433516,0.56671
0.425944,0.0540603,0.247892,0.462658,-0.0325024,0.2259,-0.0367147,0.0865627,0.0219919,-7.15987,11.7032,3.92162,0.488667,-0.502064,0.433485,0.566769
0.425919,0.0543231,0.247891,0.462608,-0.0321845,0.225886,-0.036689,0.0865076,0.0220046,-7.11436,11.7356,3.91421,0.488662,-0.502049,0.43345,0.566813
0.425894,0.0545859,0.24789,0.462553,-0.0318616,0.225871,-0.0366581,0.0864475,0.0220186,-7.0838,11.7034,3.89805,0.488659,-0.502019,0.433414,0.56687
0.42587,0.0548488,0.247889,0.462501,-0.0315341,0.225863,-0.0366311,0.0863829,0.0220263,-7.06692,11.641,3.84309,0.488658,-0.502001,0.433367,0.566922
0.425845,0.0551117,0.247888,0.462447,-0.031212,0.225856,-0.0366019,0.0863237,0.0220328,-7.06667,11.6249,3.80729,0.48866,-0.501979,0.433322,0.566975
0.425821,0.0553747,0.247887,0.462392,-0.0308831,0.225841,-0.036571,0.0862577,0.0220466,-7.05027,11.5773,3.81793,0.488661,-0.501957,0.433273,0.56703
0.425796,0.0556376,0.247887,0.462343,-0.0305599,0.225835,-0.0365467,0.0861976,0.0220516,-7.07403,11.5832,3.7741,0.488668,-0.501944,0.433226,0.567073
0.425771,0.0559007,0.247886,0.462292,-0.030236,0.225828,-0.0365201,0.0861366,0.0220581,-7.09091,11.5752,3.72733,0.488681,-0.501927,0.433173,0.567116
0.425747,0.0561637,0.247885,0.462246,-0.0299073,0.225821,-0.036499,0.0860711,0.0220639,-7.1328,11.5339,3.70398,0.488689,-0.501918,0.433121,0.567158
0.425722,0.0564268,0.247884,0.462196,-0.0295822,0.225816,-0.0364734,0.086009,0.022068,-7.13504,11.5266,3.68272,0.488704,-0.501906,0.43307,0.567195
0.425698,0.0566899,0.247883,0.462154,-0.0292577,0.225816,-0.0364564,0.0859477,0.0220675,-7.22196,11.5385,3.62399,0.488725,-0.501898,0.433015,0.567225
0.425673,0.0569531,0.247882,0.462112,-0.028933,0.225814,-0.036439,0.0858861,0.0220679,-7.26071,11.5353,3.60136,0.488744,-0.501895,0.43296,0.567253
0.425649,0.0572162,0.247881,0.462074,-0.0286103,0.225816,-0.0364253,0.0858266,0.0220654,-7.33779,11.5599,3.55151,0.488767,-0.501891,0.432904,0.56728
0.425624,0.0574795,0.24788,0.462035,-0.0282817,0.225815,-0.0364106,0.0857612,0.0220651,-7.39044,11.5412,3.53936,0.488784,-0.501885,0.432853,0.56731
0.4256,0.0577427,0.24788,0.462,-0.0279566,0.225819,-0.0364003,0.0856993,0.0220609,-7.41911,11.5284,3.51615,0.488805,-0.501888,0.432801,0.567328
0.425575,0.058006,0.247879,0.46196,-0.027629,0.225817,-0.036385,0.085635,0.0220621,-7.41057,11.4974,3.53157,0.488825,-0.501878,0.43275,0.567359
0.425551,0.0582693,0.247878,0.461929,-0.0273055,0.225823,-0.0363777,0.0855748,0.0220549,-7.45613,11.5107,3.4832,0.488845,-0.501882,0.432702,0.567374
0.425526,0.0585326,0.247877,0.461889,-0.0269775,0.225821,-0.0363628,0.0855101,0.0220559,-7.43585,11.4778,3.51522,0.488861,-0.501869,0.432658,0.567407
0.425502,0.058796,0.247876,0.46185,-0.0266455,0.225819,-0.0363479,0.0854415,0.0220568,-7.41617,11.4324,3.54059,0.488869,-0.501859,0.432614,0.567441
0.425478,0.0590594,0.247875,0.461818,-0.0263222,0.225824,-0.0363407,0.0853815,0.0220506,-7.44708,11.4488,3.50809,0.488881,-0.501855,0.432577,0.567462
0.425453,0.0593228,0.247874,0.461779,-0.0259911,0.225824,-0.0363255,0.0853139,0.0220502,-7.42669,11.3986,3.52545,0.488887,-0.501839,0.432541,0.5675
0.425429,0.0595863,0.247873,0.461739,-0.0256579,0.22582,-0.0363104,0.0852441,0.0220533,-7.38343,11.3613,3.57773,0.488883,-0.501825,0.432507,0.567541
0.425404,0.0598497,0.247872,0.461702,-0.0253304,0.225822,-0.0362979,0.0851802,0.0220503,-7.40492,11.3574,3.55438,0.488888,-0.501807,0.432476,0.567576
0.42538,0.0601133,0.247871,0.461658,-0.0249997,0.225812,-0.0362783,0.085113,0.022059,-7.36276,11.35,3.60956,0.488878,-0.501781,0.432457,0.567623
0.425356,0.0603768,0.24787,0.461621,-0.0246662,0.225813,-0.0362655,0.085043,0.0220574,-7.36559,11.3236,3.5832,0.488868,-0.501764,0.432433,0.567665
0.425331,0.0606404,0.247869,0.461579,-0.0243385,0.225808,-0.0362476,0.0849789,0.0220612,-7.35042,11.336,3.59391,0.488857,-0.501739,0.432414,0.56771
0.425307,0.060904,0.247869,0.461541,-0.0240086,0.225805,-0.0362339,0.0849126,0.022064,-7.36136,11.3318,3.60338,0.488841,-0.501721,0.432397,0.567752
0.425283,0.0611676,0.247868,0.461501,-0.0236757,0.225803,-0.0362187,0.0848433,0.0220649,-7.37081,11.3215,3.57544,0.488823,-0.501699,0.432382,0.567798
0.425258,0.0614313,0.247867,0.461457,-0.0233404,0.225796,-0.036199,0.0847717,0.0220708,-7.33869,11.2751,3.59714,0.488805,-0.501669,0.432366,0.567854
0.425234,0.0616949,0.247866,0.461417,-0.0230084,0.225789,-0.0361828,0.0847033,0.0220767,-7.32613,11.2689,3.63473,0.488785,-0.501649,0.432353,0.567898
0.42521,0.0619587,0.247865,0.461372,-0.022674,0.22578,-0.0361621,0.0846326,0.0220843,-7.29069,11.2589,3.66969,0.488765,-0.501622,0.432341,0.567948
0.425186,0.0622224,0.247864,0.461327,-0.0223363,0.225768,-0.0361419,0.0845587,0.0220953,-7.28565,11.2229,3.70419,0.488742,-0.501595,0.43233,0.568
0.425161,0.0624862,0.247863,0.461285,-0.022001,0.225758,-0.0361233,0.0844872,0.0221047,-7.25789,11.2045,3.73391,0.488719,-0.501569,0.43232,0.568051
0.425137,0.0627499,0.247862,0.461236,-0.0216612,0.225744,-0.0360993,0.0844111,0.022118,-7.21131,11.1388,3.78208,0.4887,-0.501536,0.432305,0.568108
0.425113,0.0630138,0.247861,0.461191,-0.0213199,0.225732,-0.0360782,0.0843337,0.022129,-7.17275,11.0841,3.81182,0.488681,-0.501513,0.432284,0.568161
0.425089,0.0632776,0.24786,0.461139,-0.0209799,0.225713,-0.0360502,0.0842575,0.0221468,-7.10845,11.0521,3.87463,0.488661,-0.50148,0.432264,0.568222
0.425064,0.0635415,0.247859,0.461086,-0.0206345,0.225692,-0.0360217,0.084176,0.022167,-7.06817,11.0069,3.92165,0.488638,-0.501445,0.432248,0.568285
0.42504,0.0638054,0.247858,0.461036,-0.0202885,0.225673,-0.0359955,0.0840939,0.0221852,-7.02622,10.9537,3.97198,0.48862,-0.501416,0.432224,0.568344
0.425016,0.0640693,0.247857,0.460981,-0.0199394,0.225655,-0.035965,0.0840087,0.0222021,-6.97533,10.8762,3.9833,0.488603,-0.501387,0.432194,0.568408
0.424992,0.0643332,0.247856,0.46093,-0.0195904,0.22564,-0.035938,0.0839236,0.0222163,-6.9617,10.8313,3.97738,0.488586,-0.501369,0.432163,0.568461
0.424968,0.0645972,0.247855,0.46087,-0.0192398,0.225614,-0.0359026,0.083837,0.0222405,-6.88765,10.7936,4.04058,0.488567,-0.501338,0.432138,0.568523
0.424943,0.0648612,0.247854,0.46081,-0.0188894,0.225593,-0.0358661,0.0837506,0.0222613,-6.8431,10.7589,4.05076,0.488556,-0.501311,0.432106,0.568581
0.424919,0.0651252,0.247853,0.460756,-0.0185356,0.225575,-0.0358372,0.0836608,0.0222781,-6.84596,10.713,4.04724,0.488547,-0.501293,0.432069,0.568632
0.424895,0.0653893,0.247852,0.460701,-0.0181857,0.225555,-0.0358056,0.083575,0.0222967,-6.84689,10.7123,4.03793,0.488547,-0.50127,0.43203,0.568683
0.424871,0.0656533,0.247851,0.460646,-0.0178321,0.225538,-0.035775,0.0834854,0.0223132,-6.87113,10.6977,4.0138,0.488539,-0.501253,0.431994,0.568732
0.424847,0.0659174,0.24785,0.460597,-0.0174822,0.225522,-0.0357506,0.0833996,0.0223283,-6.91081,10.7129,4.01248,0.48854,-0.501247,0.431954,0.568768
0.424823,0.0661815,0.247849,0.460548,-0.0171306,0.225509,-0.035725,0.0833122,0.0223401,-6.94505,10.6903,3.96723,0.48855,-0.501231,0.431911,0.568804
0.424799,0.0664457,0.247848,0.460503,-0.0167808,0.225498,-0.0357044,0.0832265,0.0223502,-7.00053,10.6811,3.91656,0.488557,-0.501231,0.43187,0.56883
0.424775,0.0667098,0.247847,0.460455,-0.0164352,0.225484,-0.0356803,0.083145,0.0223623,-7.02917,10.71,3.90151,0.488575,-0.501223,0.431831,0.568852
0.42475,0.066974,0.247846,0.460413,-0.0160858,0.225475,-0.0356623,0.0830598,0.0223712,-7.10162,10.7217,3.86783,0.488588,-0.501224,0.431791,0.56887
0.424726,0.0672382,0.247845,0.460376,-0.0157435,0.225468,-0.0356494,0.0829817,0.0223769,-7.15188,10.7627,3.84041,0.48861,-0.501231,0.431753,0.568875
0.424702,0.0675024,0.247844,0.460337,-0.0153983,0.225458,-0.0356347,0.0829007,0.0223858,-7.1999,10.7623,3.84412,0.488633,-0.501227,0.431716,0.568886
0.424678,0.0677666,0.247843,0.460302,-0.0150578,0.225451,-0.0356238,0.0828244,0.0223911,-7.23534,10.7925,3.82341,0.488658,-0.501231,0.43168,0.568887
0.424654,0.0680309,0.247842,0.460264,-0.0147174,0.225442,-0.0356097,0.0827483,0.0223991,-7.23839,10.7894,3.83988,0.488684,-0.501233,0.431646,0.568889
0.42463,0.0682952,0.24784,0.460227,-0.0143787,0.225433,-0.0355973,0.0826739,0.0224072,-7.28941,10.8404,3.81988,0.488709,-0.501235,0.431617,0.568888
0.424606,0.0685595,0.247839,0.460192,-0.0140381,0.225426,-0.0355858,0.0825976,0.0224134,-7.26951,10.8307,3.82144,0.48873,-0.501231,0.43159,0.568894
0.424582,0.0688238,0.247838,0.460156,-0.0136962,0.225421,-0.0355736,0.08252,0.0224172,-7.2821,10.814,3.79321,0.488755,-0.501224,0.431557,0.568904
0.424558,0.0690882,0.247837,0.460119,-0.0133568,0.225414,-0.0355614,0.082445,0.0224234,-7.26445,10.8226,3.80684,0.488767,-0.50122,0.431539,0.568911
0.424534,0.0693525,0.247836,0.46008,-0.0130146,0.225406,-0.0355456,0.0823672,0.02243,-7.23391,10.8161,3.80918,0.488783,-0.501213,0.431516,0.568921
0.42451,0.0696169,0.247835,0.460037,-0.0126767,0.225399,-0.0355268,0.0822936,0.0224357,-7.20252,10.8353,3.78944,0.488796,-0.501194,0.431496,0.568941
0.424486,0.0698813,0.247834,0.459996,-0.0123406,0.225394,-0.0355098,0.0822219,0.0224402,-7.17703,10.8634,3.78843,0.488806,-0.501178,0.431481,0.568958
0.424462,0.0701457,0.247833,0.459957,-0.0120034,0.225393,-0.0354944,0.0821491,0.0224399,-7.19986,10.8649,3.73076,0.488817,-0.501159,0.43146,0.568981
0.424438,0.0704102,0.247832,0.459911,-0.0116684,0.225388,-0.0354729,0.0820786,0.0224437,-7.16733,10.9084,3.70992,0.48882,-0.501132,0.431449,0.569011
0.424414,0.0706746,0.247831,0.459871,-0.0113339,0.225387,-0.0354563,0.0820085,0.0224435,-7.15236,10.9234,3.69325,0.48882,-0.501115,0.431437,0.569036
0.42439,0.0709391,0.24783,0.459827,-0.0109989,0.225387,-0.0354364,0.0819381,0.0224428,-7.1301,10.9266,3.66061,0.488822,-0.501087,0.431424,0.569068
0.424366,0.0712036,0.247829,0.459783,-0.0106645,0.225388,-0.0354171,0.0818681,0.022441,-7.10793,10.9112,3.63962,0.488815,-0.501067,0.431414,0.569099
0.424342,0.0714681,0.247827,0.459737,-0.0103293,0.225386,-0.0353949,0.0817974,0.0224411,-7.0972,10.9132,3.62906,0.488813,-0.501034,0.431403,0.569138
0.424318,0.0717326,0.247826,0.459684,-0.00998948,0.225381,-0.0353656,0.0817221,0.0224449,-7.02034,10.8844,3.64558,0.488804,-0.500999,0.431388,0.569188
0.424295,0.0719972,0.247825,0.459638,-0.00965456,0.225379,-0.0353437,0.0816518,0.0224465,-6.99931,10.8966,3.67125,0.488796,-0.500973,0.431377,0.569227
0.424271,0.0722618,0.247824,0.459587,-0.00931467,0.225379,-0.0353166,0.0815764,0.0224455,-6.95832,10.8565,3.65517,0.488789,-0.500941,0.431358,0.569275
0.424247,0.0725263,0.247823,0.459538,-0.00897929,0.225378,-0.0352909,0.0815056,0.0224453,-6.91215,10.868,3.65167,0.488776,-0.50091,0.431344,0.569323
0.424223,0.0727909,0.247822,0.459482,-0.00864023,0.225374,-0.0352591,0.0814312,0.0224476,-6.83577,10.8162,3.67851,0.488765,-0.500875,0.431327,0.569376
0.424199,0.0730555,0.247821,0.459423,-0.00829706,0.225367,-0.0352236,0.0813526,0.0224536,-6.77803,10.7786,3.68292,0.488753,-0.500838,0.431309,0.569434
0.424175,0.0733202,0.24782,0.459366,-0.00795955,0.225361,-0.0351909,0.0812797,0.0224589,-6.7034,10.7739,3.71885,0.488744,-0.500803,0.431291,0.569485
0.424151,0.0735848,0.247818,0.459305,-0.00761428,0.225355,-0.0351538,0.0811991,0.022463,-6.6319,10.7192,3.7279,0.488733,-0.500762,0.431267,0.569549
0.424127,0.0738495,0.247817,0.459245,-0.00727146,0.22535,-0.0351176,0.0811209,0.0224672,-6.58374,10.6957,3.73561,0.488721,-0.500732,0.431239,0.569607
0.424104,0.0741142,0.247816,0.459184,-0.00692745,0.225342,-0.0350805,0.0810416,0.0224738,-6.55144,10.6904,3.75322,0.488712,-0.500699,0.431214,0.569663
0.42408,0.0743788,0.247815,0.459117,-0.00657988,0.225331,-0.0350377,0.0809587,0.0224838,-6.49929,10.641,3.78389,0.488704,-0.500662,0.431185,0.569723
0.424056,0.0746436,0.247814,0.45905,-0.00623142,0.225319,-0.0349942,0.080875,0.0224943,-6.41957,10.6161,3.82278,0.488695,-0.50063,0.431155,0.569783
0.424032,0.0749083,0.247813,0.458983,-0.00588476,0.225311,-0.0349511,0.080793,0.0225018,-6.38845,10.6027,3.82243,0.488691,-0.500603,0.431121,0.569835
0.424008,0.075173,0.247811,0.458919,-0.0055349,0.225303,-0.0349104,0.0807079,0.0225085,-6.41401,10.5874,3.80246,0.488684,-0.500583,0.431088,0.569884
0.423984,0.0754377,0.24781,0.458858,-0.00518714,0.225299,-0.0348736,0.0806249,0.0225112,-6.41904,10.5561,3.77405,0.488683,-0.500571,0.431048,0.569926
0.423961,0.0757025,0.247809,0.458797,-0.00484047,0.225296,-0.0348368,0.080543,0.0225134,-6.44927,10.5565,3.73686,0.488687,-0.50056,0.431006,0.569964
0.423937,0.0759673,0.247808,0.458738,-0.00449566,0.225294,-0.0348009,0.0804629,0.0225134,-6.45868,10.5614,3.70139,0.488693,-0.500558,0.430962,0.569993
0.423913,0.0762321,0.247807,0.458678,-0.00415025,0.225291,-0.0347654,0.0803823,0.0225154,-6.49256,10.5687,3.69239,0.4887,-0.500555,0.430919,0.570023
0.423889,0.0764969,0.247805,0.45862,-0.00379833,0.225291,-0.0347303,0.0802952,0.0225142,-6.51627,10.5386,3.65218,0.48871,-0.500558,0.430871,0.570048
0.423866,0.0767617,0.247804,0.458569,-0.00345095,0.225296,-0.0347034,0.0802126,0.0225085,-6.56767,10.5276,3.60783,0.488724,-0.50057,0.430824,0.570061
0.423842,0.0770265,0.247803,0.458518,-0.00310579,0.225296,-0.0346758,0.0801323,0.0225066,-6.62671,10.5403,3.59046,0.488745,-0.500577,0.430778,0.570071
0.423818,0.0772913,0.247802,0.458471,-0.00275838,0.225303,-0.034653,0.0800497,0.022499,-6.6884,10.5243,3.54829,0.488765,-0.500594,0.43073,0.570076
0.423794,0.0775562,0.247801,0.458425,-0.0024104,0.225308,-0.0346303,0.0799666,0.0224925,-6.7319,10.5234,3.54208,0.488786,-0.500612,0.430685,0.570076
0.423771,0.077821,0.247799,0.458374,-0.00206937,0.225312,-0.0346039,0.0798904,0.0224876,-6.73886,10.5623,3.53302,0.488811,-0.500619,0.430643,0.57008
0.423747,0.0780859,0.247798,0.45833,-0.00172314,0.22532,-0.0345829,0.079809,0.0224779,-6.75432,10.5389,3.49933,0.488833,-0.500635,0.430598,0.570081
0.423723,0.0783508,0.247797,0.458285,-0.00137852,0.225324,-0.0345623,0.0797293,0.022473,-6.78433,10.5217,3.51787,0.488859,-0.500645,0.430556,0.570082
0.423699,0.0786157,0.247796,0.458237,-0.00103131,0.22533,-0.0345377,0.079647,0.0224661,-6.7818,10.5129,3.50056,0.488874,-0.500654,0.430518,0.57009
0.423676,0.0788806,0.247794,0.458193,-0.000681208,0.225337,-0.0345172,0.0795618,0.0224571,-6.7723,10.4622,3.48968,0.488892,-0.500669,0.430475,0.570093
0.423652,0.0791455,0.247793,0.458142,-0.000334704,0.225338,-0.0344903,0.0794802,0.0224549,-6.73473,10.4532,3.52599,0.488905,-0.50067,0.430444,0.570105
0.423628,0.0794104,0.247792,0.458094,1.48865e-05,0.225344,-0.0344661,0.0793955,0.0224482,-6.7115,10.4251,3.5342,0.488909,-0.500676,0.430415,0.570118
